,primary_city,latitude,longitude
2629,Cavalier,48.79,-97.62
2630,Cave City,37.13,-85.96
2631,Cave Creek,33.82,-111.96
2632,Cave In Rock,37.53,-88.23
2633,Cave Junction,42.11,-123.6
2634,Cavendish,43.38,-72.62
2635,Cave Spring,34.1,-85.33
2636,Cave Springs,36.26,-94.22
2637,Cavetown,39.65,-77.57
2638,Cavour,44.37,-98.04
2639,Cawker City,39.5,-98.43
2640,Cawood,36.74,-83.26
2641,Cayce,33.95,-81.06
2642,Cayey,18.11,-66.16
2643,Cayucos,35.48,-120.92
2644,Cayuga,46.07,-97.38
2645,Cayuta,42.28,-76.69
2646,Cazadero,38.56,-123.2
2647,Cazenovia,43.52,-90.19
2648,Cebolla,36.53,-106.48
2649,Cecil,44.81,-88.44
2650,Cecilia,37.66,-85.95
2651,Cecilton,39.4,-75.86
2652,Cedar,45.34,-93.24
2653,Cedarbluff,33.61,-88.84
2654,Cedar Bluff,37.08,-81.76
2655,Cedar Bluffs,41.39,-96.6
2656,Cedar Brook,39.72,-74.9
2657,Cedarburg,43.29,-87.98
2658,Cedar City,37.81,-113.22
2659,Cedarcreek,36.56,-92.99
2660,Cedar Creek,41.04,-96.09
2661,Cedar Crest,35.1,-106.37
2662,Cedaredge,38.89,-107.92
2663,Cedar Falls,42.52,-92.45
2664,Cedar Glen,34.25,-117.16
2665,Cedar Grove,43.56,-87.82
2666,Cedar Hill,38.35,-90.64
2667,Cedarhurst,40.62,-73.72
2668,Cedar Island,35.0,-76.32
2669,Cedar Key,29.14,-83.03
2670,Cedar Knolls,40.82,-74.45
2671,Cedar Lake,43.4,-84.97
2672,Cedar Lane,28.94,-95.76
2673,Cedar Mountain,35.14,-82.64
2674,Cedar Park,30.51,-97.83
2675,Cedarpines Park,34.25,-117.32
2676,Cedar Point,41.26,-89.12
2677,Cedar Rapids,41.97,-91.66
2678,Cedar Ridge,39.19,-121.02
2679,Cedar Run,41.52,-77.45
2680,Cedars,40.21,-75.36
2681,Cedar Springs,43.22,-85.55
2682,Cedartown,34.01,-85.25
2683,Cedarvale,34.37,-105.7
2684,Cedar Vale,37.1,-96.5
2685,Cedar Valley,40.33,-112.11
2686,Cedarville,45.99,-84.36
2687,Cee Vee,34.22,-100.44
2688,Ceiba,18.26,-65.64
2689,Celeste,33.29,-96.19
2690,Celestine,38.38,-86.78
2691,Celina,40.55,-84.57
2692,Celoron,42.1,-79.27
2693,Cement,34.93,-98.13
2694,Cement City,42.06,-84.32
2695,Centenary,34.03,-79.35
2696,Centennial,41.3,-106.11
2697,Center,47.11,-101.29
2698,Center Barnstead,43.33,-71.23
2699,Centerbrook,41.34,-72.41
2700,Centerburg,40.3,-82.69
2701,Center City,45.39,-92.81
2702,Center Conway,43.97,-71.04
2703,Center Cross,37.8,-76.77
2704,Centereach,40.87,-73.08
2705,Centerfield,39.1,-111.79
2706,Center Harbor,43.7,-71.22
2707,Center Hill,28.64,-81.99
2708,Center Junction,42.11,-91.08
2709,Center Line,42.48,-83.02
2710,Center Lovell,44.17,-70.87
2711,Center Moriches,40.79,-72.79
2712,Center Ossipee,43.76,-71.12
2713,Centerpoint,39.37,-87.09
2714,Center Point,42.18,-91.77
2715,Centerport,40.9,-73.37
2716,Center Ridge,35.4,-92.56
2717,Center Rutland,43.61,-73.01
2718,Center Sandwich,43.83,-71.47
2719,Center Strafford,43.26,-71.11
2720,Centerton,36.36,-94.28
2721,Centertown,38.61,-92.4
2722,Center Tuftonboro,43.71,-71.25
2723,Center Valley,40.53,-75.42
2724,Centerview,38.74,-93.84
2725,Centerville,45.74,-120.93
2726,Centrahoma,34.6,-96.34
2727,Central,65.47,-145.19
2728,Central Bridge,42.7,-74.33
2729,Central City,42.2,-91.52
2730,Central Falls,41.88,-71.39
2731,Centralia,46.74,-122.95
2732,Central Islip,40.78,-73.19
2733,Central Lake,45.06,-85.26
2734,Central Point,42.39,-122.93
2735,Central Square,43.28,-76.14
2736,Central Valley,41.32,-74.12
2737,Central Village,41.7,-71.94
2738,Centre,34.15,-85.67
2739,Centre Hall,40.84,-77.68
2740,Centreville,41.92,-85.52
2741,Centuria,45.44,-92.55
2742,Century,30.97,-87.26
2743,Ceredo,38.39,-82.55
2744,Ceres,42.0,-78.27
2745,Ceresco,42.27,-85.06
2746,Cerrillos,35.37,-106.14
2747,Cerritos,33.86,-118.05
2748,Cerro,36.75,-105.61
2749,Cerro Gordo,39.89,-88.73
2750,Cerulean,36.96,-87.66
2751,Ceylon,43.53,-94.63
2752,Chacon,36.14,-105.36
2753,Chadbourn,34.32,-78.82
2754,Chadds Ford,39.86,-75.59
2755,Chadron,42.82,-103.0
2756,Chadwick,42.01,-89.88
2757,Chadwicks,43.02,-75.27
2758,Chaffee,42.56,-78.5
2759,Chagrin Falls,41.43,-81.38
2760,Chalfont,40.28,-75.2
2761,Chalk Hill,39.83,-79.6
2762,Chalkyitsik,66.64,-143.78
2763,Challenge,39.47,-121.19
2764,Challis,44.65,-114.15
2765,Chalmers,40.66,-86.86
2766,Chalmette,29.94,-89.96
2767,Chama,37.17,-105.38
2768,Chamberino,31.97,-106.96
2769,Chamberlain,43.88,-69.49
2770,Chambers,42.2,-98.74
2771,Chambersburg,39.93,-77.65
2772,Chambersville,40.72,-79.14
2773,Chamisal,36.17,-105.74
2774,Chamois,38.67,-91.77
2775,Champaign,40.11,-88.26
2776,Champion,46.52,-87.97
2777,Champlain,44.98,-73.44
2778,Champlin,45.16,-93.38
2779,Chana,41.99,-89.2
2780,Chancellor,43.37,-96.98
2781,Chandler,43.92,-95.94
2782,Chandler Heights,33.34,-111.63
2783,Chandlers Valley,41.95,-79.3
2784,Chandlersville,39.86,-81.8
2785,Chandlerville,40.04,-90.15
2786,Changewater,40.74,-74.95
2787,Chanhassen,44.85,-93.55
2788,Channahon,41.43,-88.21
2789,Channelview,29.78,-95.11
2790,Channing,46.13,-88.08
2791,Chantilly,38.87,-77.4
2792,Chanute,37.67,-95.48
2793,Chaparral,32.04,-106.44
2794,Chapel Hill,35.92,-79.04
2795,Chapin,42.83,-93.22
2796,Chaplin,41.8,-72.11
2797,Chapman,41.02,-98.15
2798,Chapman Ranch,27.58,-97.45
2799,Chapmansboro,36.37,-87.11
2800,Chapmanville,37.97,-82.01
2801,Chappaqua,41.17,-73.77
2802,Chappell,41.09,-102.46
2803,Chappell Hill,30.19,-96.21
2804,Chappells,34.18,-81.87
2805,Chaptico,38.36,-76.78
2806,Chardon,41.57,-81.2
2807,Charenton,29.86,-91.53
2808,Chariton,41.01,-93.3
2809,Charlemont,42.63,-72.88
2810,Charleroi,40.13,-79.9
2811,Charles City,43.06,-92.67
2812,Charleston,45.08,-69.04
2813,Charleston Afb,32.9,-80.06
2814,Charlestown,43.23,-72.42
2815,Charles Town,39.28,-77.85
2816,Charlevoix,45.31,-85.25
2817,Charlo,47.42,-114.18
2818,Charlotte,44.3,-73.25
2819,Charlotte Court House,37.05,-78.63
2820,Charlotte Hall,38.47,-76.78
2821,Charlottesville,39.82,-85.65
2822,Charlotteville,42.53,-74.68
2823,Charlton,42.13,-71.96
2824,Charlton City,42.13,-71.96
2825,Charlton Depot,42.13,-71.96
2826,Charlton Heights,38.11,-81.21
2827,Charm,40.48,-81.73
2828,Charmco,37.99,-80.69
2829,Charter Oak,42.06,-95.58
2830,Chartley,41.97,-71.18
2831,Chase,43.88,-85.63
2832,Chaseburg,43.65,-91.09
2833,Chase City,36.79,-78.46
2834,Chaseley,47.45,-99.8
2835,Chase Mills,44.86,-75.07
2836,Chaska,44.82,-93.6
2837,Chassell,47.03,-88.53
2838,Chataignier,30.56,-92.31
2839,Chatawa,31.1,-90.52
2840,Chateaugay,44.92,-74.08
2841,Chatfield,43.84,-92.18
2842,Chatham,46.34,-86.93
2843,Chatom,31.46,-88.25
2844,Chatsworth,42.91,-96.51
2845,Chattahoochee,30.69,-84.83
2846,Chattanooga,35.06,-85.25
2847,Chattaroy,47.92,-117.28
2848,Chaumont,44.06,-76.13
2849,Chauncey,39.39,-82.12
2850,Chautauqua,42.2,-79.48
2851,Chauvin,29.44,-90.59
2852,Chavies,37.34,-83.35
2853,Chazy,44.88,-73.43
2854,Chebanse,41.0,-87.91
2855,Chebeague Island,43.73,-70.11
2856,Cheboygan,45.64,-84.46
2857,Check,37.05,-80.18
2858,Checotah,35.47,-95.52
2859,Chefornak,60.15,-164.06
2860,Chehalis,46.62,-123.0
2861,Chelan,47.89,-119.99
2862,Chelan Falls,47.79,-119.99
2863,Chelmsford,42.59,-71.36
2864,Chelsea,43.98,-72.47
2865,Cheltenham,40.05,-75.1
2866,Chemult,43.23,-121.91
2867,Chemung,42.0,-76.62
2868,Chenango Bridge,42.16,-75.86
2869,Chenango Forks,42.23,-75.84
2870,Cheney,47.43,-117.62
2871,Cheneyville,31.01,-92.28
2872,Chenoa,40.74,-88.71
2873,Chepachet,41.91,-71.7
2874,Cheraw,38.1,-103.51
2875,Cheriton,37.28,-75.96
2876,Cherokee,42.75,-95.55
2877,Cherokee Village,36.3,-91.53
2878,Cherry,41.42,-89.21
2879,Cherry Creek,44.6,-101.5
2880,Cherryfield,44.6,-67.92
2881,Cherry Fork,38.88,-83.61
2882,Cherry Hill,39.9,-74.99
2883,Cherry Log,34.78,-84.45
2884,Cherry Plain,42.66,-73.37
2885,Cherry Point,34.92,-76.89
2886,Cherry Tree,40.72,-78.8
2887,Cherryvale,37.26,-95.55
2888,Cherry Valley,42.79,-74.75
2889,Cherryville,40.73,-75.55
2890,Chesaning,43.18,-84.11
2891,Chesapeake,38.43,-82.45
2892,Chesapeake Beach,38.68,-76.53
2893,Chesapeake City,39.52,-75.81
2894,Cheshire,44.18,-123.37
2895,Chesnee,35.14,-81.86
2896,Chester,48.56,-111.01
2897,Chester Depot,43.28,-72.63
2898,Chesterfield,42.88,-72.46
2899,Chester Gap,38.85,-78.13
2900,Chester Heights,39.89,-75.46
2901,Chesterhill,39.48,-81.86
2902,Chesterland,41.52,-81.34
2903,Chester Springs,40.1,-75.64
2904,Chesterton,41.6,-87.05
2905,Chestertown,43.63,-73.8
2906,Chesterville,40.48,-82.68
2907,Chestnut,40.06,-89.2
2908,Chestnut Hill,42.31,-71.16
2909,Chestnut Mound,36.18,-85.84
2910,Chestnut Mountain,34.19,-83.85
2911,Chestnutridge,36.83,-93.25
2912,Chestnut Ridge,39.98,-79.8
2913,Chest Springs,40.57,-78.61
2914,Cheswick,40.54,-79.8
2915,Cheswold,39.21,-75.58
2916,Chetek,45.31,-91.65
2917,Chetopa,37.03,-95.09
2918,Chevak,61.56,-165.38
2919,Chevy Chase,38.98,-77.08
2920,Chewalla,35.02,-88.67
2921,Chewelah,48.26,-117.76
2922,Chewsville,39.63,-77.68
2923,Cheyenne,41.14,-104.79
2924,Cheyenne Wells,38.81,-102.35
2925,Cheyney,39.92,-75.52
2926,Chicago,41.98,-87.9
2927,Chicago Heights,41.5,-87.63
2928,Chicago Park,39.16,-120.95
2929,Chicago Ridge,41.7,-87.77
2930,Chichester,43.25,-71.39
2931,Chickamauga,34.87,-85.29
2932,Chickasaw,40.43,-84.49
2933,Chickasha,35.04,-97.95
2934,Chicken,63.86,-142.12
2935,Chico,39.9,-121.83
2936,Chicopee,42.17,-72.57
2937,Chicora,40.94,-79.74
2938,Chicota,33.86,-95.57
2939,Chidester,33.69,-93.01
2940,Chiefland,29.47,-82.86
2941,Chignik,56.3,-158.36
2942,Chignik Lagoon,56.3,-158.49
2943,Chignik Lake,56.23,-158.74
2944,Chilcoot,39.87,-120.2
2945,Childersburg,33.27,-86.35
2946,Childress,34.42,-100.24
2947,Childs,39.65,-75.85
2948,Childwold,44.28,-74.67
2949,Chilhowee,38.58,-93.85
2950,Chilhowie,36.8,-81.68
2951,Chili,44.63,-90.35
2952,Chillicothe,41.08,-92.52
2953,Chilmark,41.34,-70.74
2954,Chilo,38.79,-84.13
2955,Chiloquin,42.72,-121.79
2956,Chilton,44.02,-88.16
2957,Chimacum,47.97,-122.78
2958,Chimayo,35.99,-105.92
2959,Chimney Rock,37.21,-107.34
2960,China,30.05,-94.33
2961,China Grove,35.57,-80.58
2962,China Spring,31.67,-97.31
2963,China Village,44.47,-69.51
2964,Chinchilla,41.47,-75.67
2965,Chincoteague Island,37.92,-75.32
2966,Chinese Camp,37.86,-120.44
2967,Chinle,36.23,-109.57
2968,Chino,34.02,-117.68
2969,Chino Hills,33.94,-117.72
2970,Chinook,48.47,-109.21
2971,Chino Valley,34.77,-112.45
2972,Chinquapin,34.82,-77.74
2973,Chipley,30.77,-85.54
2974,Chippewa Bay,44.44,-75.74
2975,Chippewa Falls,44.93,-91.39
2976,Chippewa Lake,43.74,-85.29
2977,Chireno,31.49,-94.34
2978,Chisago City,45.37,-92.88
2979,Chisholm,47.48,-92.87
2980,Chitina,61.45,-143.15
2981,Chittenango,43.04,-75.87
2982,Chittenden,43.72,-72.95
2983,Chloe,38.67,-81.09
2984,Chloride,35.39,-114.21
2985,Choccolocco,33.67,-85.83
2986,Chocorua,43.89,-71.24
2987,Chocowinity,35.51,-77.09
2988,Choctaw,35.51,-92.42
2989,Chokio,45.57,-96.17
2990,Chokoloskee,25.83,-81.35
2991,Choteau,47.86,-112.44
2992,Choudrant,32.53,-92.51
2993,Chouteau,36.18,-95.33
2994,Chowchilla,37.07,-120.27
2995,Chriesman,30.59,-96.79
2996,Chrisman,39.8,-87.67
2997,Chrisney,38.01,-87.03
2998,Christchurch,37.57,-76.6
2999,Christiana,39.95,-75.99
3000,Christiansburg,40.05,-84.02
3001,Christiansted,17.74,-64.7
3002,Christine,46.57,-96.8
3003,Christmas,28.53,-81.02
3004,Christmas Valley,43.24,-120.59
3005,Christopher,37.97,-89.05
3006,Christoval,31.19,-100.49
3007,Chromo,37.03,-106.83
3008,Chualar,36.57,-121.44
3009,Chuckey,36.24,-82.71
3010,Chugiak,61.41,-149.17
3011,Chugwater,41.75,-104.82
3012,Chula,39.92,-93.47
3013,Chula Vista,32.66,-116.94
3014,Chunchula,30.92,-88.2
3015,Chunky,32.32,-88.92
3016,Church Creek,38.5,-76.15
3017,Church Hill,39.14,-75.98
3018,Church Point,30.4,-92.21
3019,Church Road,37.15,-77.63
3020,Church Rock,35.53,-108.59
3021,Churchs Ferry,48.26,-99.19
3022,Churchton,38.8,-76.58
3023,Church View,37.67,-76.68
3024,Churchville,43.1,-77.88
3025,Churdan,42.15,-94.47
3026,Churubusco,44.95,-73.92
3027,Chuuk,7.33,151.8
3028,Ciales,18.33,-66.47
3029,Cibecue,34.15,-110.51
3030,Cibola,33.32,-114.64
3031,Cibolo,29.57,-98.23
3032,Cicero,43.17,-76.11
3033,Cidra,18.17,-66.15
3034,Cima,35.2,-115.42
3035,Cimarron,38.37,-107.5
3036,Cincinnati,40.63,-92.92
3037,Cincinnatus,42.54,-75.89
3038,Cinebar,46.59,-122.51
3039,Circle,65.79,-144.2
3040,Circle Pines,45.13,-93.15
3041,Circleville,41.52,-74.38
3042,Cisco,40.01,-88.72
3043,Cisne,38.51,-88.43
3044,Cissna Park,40.56,-87.89
3045,Citra,29.41,-82.11
3046,Citronelle,31.09,-88.24
3047,Citrus Heights,38.7,-121.28
3048,City Of Industry,34.01,-117.97
3049,Clackamas,45.41,-122.49
3050,Claflin,38.52,-98.53
3051,Claiborne,38.82,-76.28
3052,Claire City,45.85,-97.1
3053,Clairfield,36.54,-83.95
3054,Clairton,40.29,-79.88
3055,Clallam Bay,48.17,-124.53
3056,Clam Gulch,60.21,-151.4
3057,Clam Lake,46.15,-90.91
3058,Clancy,46.43,-112.01
3059,Clanton,32.84,-86.62
3060,Clara,31.57,-88.69
3061,Clara City,44.95,-95.36
3062,Clarcona,28.61,-81.49
3063,Clare,43.82,-84.76
3064,Claremont,45.67,-98.01
3065,Claremore,36.31,-95.61
3066,Clarence,42.98,-78.6
3067,Clarence Center,43.0,-78.63
3068,Clarendon,43.17,-78.05
3069,Clarendon Hills,41.79,-87.95
3070,Claridge,40.32,-79.65
3071,Clarinda,40.73,-95.03
3072,Clarington,41.32,-79.14
3073,Clarion,42.73,-93.73
3074,Clarissa,46.12,-94.94
3075,Clarita,34.48,-96.43
3076,Clark,44.88,-97.73
3077,Clarkdale,34.79,-112.1
3078,Clarkedale,35.32,-90.24
3079,Clarkesville,34.6,-83.52
3080,Clarkfield,44.79,-95.8
3081,Clark Fork,48.06,-116.17
3082,Clarkia,47.02,-116.24
3083,Clarklake,42.12,-84.36
3084,Clark Mills,43.08,-75.37
3085,Clarkrange,36.21,-84.96
3086,Clarkridge,36.45,-92.34
3087,Clarks,41.21,-97.83
3088,Clarksboro,39.8,-75.22
3089,Clarksburg,40.49,-79.36
3090,Clarksdale,39.81,-94.55
3091,Clarks Grove,43.76,-93.32
3092,Clarks Hill,40.24,-86.72
3093,Clarks Mills,41.38,-80.16
3094,Clarkson,43.21,-77.93
3095,Clarks Point,58.83,-158.53
3096,Clarks Summit,41.48,-75.7
3097,Clarkston,46.36,-117.22
3098,Clarksville,42.84,-85.24
3099,Clarkton,36.45,-89.96
3100,Claryville,41.91,-74.57
3101,Clatonia,40.46,-96.85
3102,Clatskanie,46.06,-123.27
3103,Claude,35.1,-101.36
3104,Claudville,36.59,-80.42
3105,Claunch,34.14,-105.99
3106,Claverack,42.22,-73.72
3107,Clawson,42.53,-83.15
3108,Claxton,32.16,-81.9
3109,Clay,43.18,-76.17
3110,Clay Center,41.56,-83.36
3111,Clay City,39.27,-87.11
3112,Clayhole,37.46,-83.29
3113,Claymont,39.8,-75.45
3114,Claypool,41.12,-85.87
3115,Claysburg,40.29,-78.44
3116,Clay Springs,34.36,-110.29
3117,Claysville,40.12,-80.41
3118,Clayton,48.03,-117.57
3119,Clayton Lake,46.61,-69.52
3120,Claytonville,40.53,-87.85
3121,Clayville,42.97,-75.25
3122,Clear,64.28,-149.19
3123,Clearbrook,47.69,-95.42
3124,Clear Brook,39.26,-78.1
3125,Clear Creek,39.09,-86.47
3126,Clearfield,41.11,-112.05
3127,Clear Fork,37.64,-81.69
3128,Clearlake,48.46,-122.23
3129,Clear Lake,45.44,-93.99
3130,Clearlake Oaks,39.05,-122.55
3131,Clearlake Park,38.97,-122.66
3132,Clearmont,44.64,-106.38
3133,Clear Spring,39.65,-77.93
3134,Clearview City,38.94,-94.95
3135,Clearville,39.91,-78.37
3136,Clearwater,45.41,-94.04
3137,Clearwater Beach,27.98,-82.82
3138,Cleaton,37.25,-87.09
3139,Cleburne,32.34,-97.4
3140,Cle Elum,47.2,-120.9
3141,Cleghorn,42.81,-95.71
3142,Clementon,39.8,-74.98
3143,Clements,44.37,-95.05
3144,Clemmons,36.02,-80.38
3145,Clemons,43.63,-73.43
3146,Clemson,34.68,-82.81
3147,Clendenin,38.48,-81.34
3148,Cleo Springs,36.4,-98.43
3149,Clermont,43.0,-91.65
3150,Cleveland,46.89,-99.12
3151,Clever,37.02,-93.47
3152,Cleverdale,43.31,-73.64
3153,Cleves,39.16,-84.74
3154,Clewiston,26.75,-80.93
3155,Cliff,32.96,-108.61
3156,Cliff Island,43.69,-70.1
3157,Clifford,47.34,-97.4
3158,Cliffside,35.23,-81.77
3159,Cliffside Park,40.82,-73.98
3160,Cliffwood,40.43,-74.23
3161,Clifton,42.18,-112.03
3162,Clifton Forge,37.82,-79.82
3163,Clifton Heights,39.92,-75.29
3164,Clifton Hill,39.43,-92.66
3165,Clifton Park,42.85,-73.8
3166,Clifton Springs,42.95,-77.13
3167,Clifty,36.99,-87.14
3168,Climax,47.6,-96.81
3169,Climax Springs,38.1,-93.05
3170,Climbing Hill,42.34,-96.07
3171,Clinchco,37.12,-82.33
3172,Clinchfield,32.35,-83.7
3173,Clines Corners,35.0,-105.66
3174,Clint,31.59,-106.22
3175,Clinton,47.95,-122.41
3176,Clinton Corners,41.87,-73.76
3177,Clintondale,41.69,-74.04
3178,Clinton Township,42.58,-82.91
3179,Clintonville,44.62,-88.75
3180,Clintwood,37.15,-82.45
3181,Clio,43.17,-83.73
3182,Clipper Mills,39.54,-121.16
3183,Clitherall,46.27,-95.62
3184,Clive,41.6,-93.76
3185,Clockville,43.04,-75.74
3186,Clontarf,45.37,-95.67
3187,Clopton,31.6,-85.43
3188,Cloquet,46.72,-92.49
3189,Closplint,36.9,-83.06
3190,Closter,40.97,-73.96
3191,Clothier,37.79,-81.99
3192,Cloudcroft,32.95,-105.73
3193,Cloutierville,31.54,-92.83
3194,Clover,36.83,-78.73
3195,Cloverdale,45.22,-123.92
3196,Cloverport,37.83,-86.62
3197,Clovis,36.93,-119.56
3198,Clubb,37.23,-90.36
3199,Clune,40.57,-79.29
3200,Cluster Springs,36.61,-78.91
3201,Clute,29.02,-95.39
3202,Clutier,42.07,-92.4
3203,Clyde,43.08,-76.87
3204,Clyde Park,45.86,-110.65
3205,Clyman,43.31,-88.71
3206,Clymer,42.05,-79.66
3207,Clyo,32.48,-81.26
3208,Coachella,33.7,-116.17
3209,Coahoma,34.36,-90.52
3210,Coal Center,40.06,-79.9
3211,Coal City,41.28,-88.27
3212,Coal Creek,38.35,-105.14
3213,Coaldale,40.82,-75.91
3214,Coalfield,36.03,-84.41
3215,Coalgate,34.53,-96.21
3216,Coalgood,36.8,-83.23
3217,Coal Hill,35.43,-93.66
3218,Coaling,33.15,-87.36
3219,Coalinga,36.19,-120.39
3220,Coalmont,40.57,-106.43
3221,Coal Mountain,37.67,-81.73
3222,Coalport,40.74,-78.53
3223,Coal Run,39.54,-81.64
3224,Coalton,39.11,-82.61
3225,Coal Township,40.78,-76.54
3226,Coal Valley,41.44,-90.44
3227,Coalville,40.88,-111.31
3228,Coamo,18.08,-66.36
3229,Coarsegold,37.17,-119.71
3230,Coatesville,39.98,-75.81
3231,Coats,37.51,-98.82
3232,Coatsburg,40.03,-91.15
3233,Coatsville,40.58,-92.63
3234,Cobalt,45.11,-114.43
3235,Cobb,42.96,-90.32
3236,Cobb Island,38.33,-76.91
3237,Cobbs Creek,37.5,-76.39
3238,Cobbtown,32.28,-82.13
3239,Cobden,37.53,-89.25
3240,Cobleskill,42.67,-74.48
3241,Coburn,40.85,-77.49
3242,Cochecton,41.7,-75.06
3243,Cochecton Center,41.65,-74.98
3244,Cochise,32.06,-109.91
3245,Cochiti Lake,35.64,-106.33
3246,Cochiti Pueblo,35.6,-106.34
3247,Cochran,32.38,-83.35
3248,Cochrane,44.22,-91.83
3249,Cochranton,41.51,-80.04
3250,Cochranville,39.87,-75.92
3251,Cockeysville,39.47,-76.63
3252,Cocoa,28.37,-80.75
3253,Cocoa Beach,28.33,-80.62
3254,Cocolalla,48.1,-116.67
3255,Cocolamus,40.65,-77.1
3256,Coconut Creek,26.23,-80.13
3257,Coden,30.4,-88.16
3258,Codorus,39.8,-76.82
3259,Cody,44.51,-109.05
3260,Coeburn,36.94,-82.46
3261,Coello,38.04,-89.09
3262,Coeur D Alene,47.72,-116.75
3263,Coeymans,42.48,-73.83
3264,Coeymans Hollow,42.48,-73.92
3265,Coffee Creek,47.39,-110.02
3266,Coffeen,39.08,-89.39
3267,Coffee Springs,31.16,-85.9
3268,Coffeeville,33.97,-89.67
3269,Coffey,40.1,-94.0
3270,Coffeyville,37.04,-95.63
3271,Coffman Cove,55.97,-132.74
3272,Cofield,36.35,-76.9
3273,Cogan Station,41.31,-77.03
3274,Coggon,42.27,-91.53
3275,Cogswell,46.1,-97.78
3276,Cohagen,47.09,-106.62
3277,Cohasset,47.26,-93.62
3278,Cohoctah,42.75,-83.94
3279,Cohocton,42.5,-77.5
3280,Cohoes,42.77,-73.7
3281,Cohutta,34.95,-84.95
3282,Coila,33.36,-89.97
3283,Coin,40.65,-95.23
3284,Coinjock,36.34,-75.95
3285,Cokato,45.07,-94.18
3286,Cokeburg,40.09,-80.06
3287,Coker,33.28,-87.67
3288,Coker Creek,35.26,-84.3
3289,Cokeville,42.08,-110.95
3290,Colbert,47.84,-117.35
3291,Colburn,48.39,-116.53
3292,Colby,44.9,-90.31
3293,Colchester,44.53,-73.15
3294,Colcord,37.93,-81.45
3295,Cold Bay,55.92,-160.29
3296,Cold Brook,43.24,-75.03
3297,Colden,42.65,-78.68
3298,Coldiron,36.82,-83.45
3299,Coldspring,30.59,-95.12
3300,Cold Spring,45.45,-94.43
3301,Cold Spring Harbor,40.86,-73.44
3302,Coldwater,41.94,-85.0
3303,Colebrook,44.89,-71.49
3304,Cole Camp,38.45,-93.2
3305,Coleharbor,47.54,-101.22
3306,Coleman,45.07,-88.03
3307,Coleman Falls,37.5,-79.33
3308,Colerain,40.11,-80.83
3309,Coleraine,47.3,-93.42
3310,Coleridge,42.5,-97.2
3311,Colesburg,42.63,-91.2
3312,Coles Point,38.14,-76.63
3313,Coleville,38.47,-119.48
3314,Colfax,46.85,-117.44
3315,Colgate,43.2,-88.25
3316,Collbran,39.23,-107.95
3317,College Corner,39.56,-84.81
3318,Collegedale,35.04,-85.05
3319,College Grove,35.77,-86.74
3320,College Park,38.99,-76.93
3321,College Place,46.04,-118.4
3322,College Point,40.78,-73.84
3323,Collegeport,28.68,-96.16
3324,College Springs,40.62,-95.12
3325,College Station,34.65,-92.24
3326,Collegeville,45.64,-94.31
3327,Collettsville,35.92,-81.66
3328,Colleyville,32.89,-97.14
3329,Colliers,40.34,-80.55
3330,Colliersville,42.49,-74.98
3331,Collierville,35.05,-89.67
3332,Collingswood,39.91,-75.07
3333,Collins,44.08,-87.98
3334,Collins Center,42.5,-78.91
3335,Collinston,41.79,-112.06
3336,Collinsville,41.81,-72.92
3337,Collinwood,35.17,-87.74
3338,Collison,40.23,-87.8
3339,Collyer,39.03,-100.11
3340,Colman,43.98,-96.81
3341,Colmar,40.27,-75.26
3342,Colmesneil,30.9,-94.42
3343,Colo,42.01,-93.31
3344,Cologne,44.77,-93.78
3345,Coloma,44.03,-89.51
3346,Colome,43.26,-99.71
3347,Colon,41.95,-85.32
3348,Colona,41.47,-90.34
3349,Colonia,40.59,-74.31
3350,Colonial Beach,38.25,-76.97
3351,Colonial Heights,37.26,-77.39
3352,Colony,38.07,-95.36
3353,Colora,39.66,-76.09
3354,Colorado City,37.94,-104.84
3355,Colorado Springs,38.94,-104.7
3356,Colp,37.8,-89.07
3357,Colquitt,31.15,-84.67
3358,Colrain,42.66,-72.68
3359,Colstrip,45.92,-106.68
3360,Colt,35.13,-90.81
3361,Colton,46.56,-117.22
3362,Coltons Point,38.23,-76.76
3363,Colts Neck,40.28,-74.16
3364,Columbia,45.61,-98.31
3365,Columbia City,45.89,-122.81
3366,Columbia Cross Roads,41.83,-76.8
3367,Columbia Falls,48.54,-114.34
3368,Columbiana,40.88,-80.68
3369,Columbia Station,41.31,-81.94
3370,Columbiaville,43.15,-83.4
3371,Columbus,48.9,-102.78
3372,Columbus City,41.25,-91.37
3373,Columbus Grove,40.91,-84.05
3374,Columbus Junction,41.27,-91.36
3375,Colusa,40.56,-91.16
3376,Colver,40.54,-78.78
3377,Colville,48.67,-117.75
3378,Colwell,43.15,-92.59
3379,Colwich,37.78,-97.53
3380,Comanche,34.36,-97.96
3381,Combes,26.24,-97.72
3382,Combined Locks,44.26,-88.31
3383,Combs,37.26,-83.21
3384,Comer,34.06,-83.12
3385,Comerio,18.22,-66.22
3386,Comfort,38.12,-81.57
3387,Comfrey,44.11,-94.9
3388,Comins,44.8,-84.05
3389,Commack,40.84,-73.28
3390,Commerce,37.15,-89.44
3391,Commerce City,39.86,-104.86
3392,Commerce Township,42.59,-83.5
3393,Commercial Point,39.76,-83.05
3394,Commiskey,38.85,-85.63
3395,Commodore,40.69,-78.9
3396,Como,39.32,-105.9
3397,Comptche,39.24,-123.53
3398,Compton,41.69,-89.08
3399,Comstock,46.66,-96.74
3400,Comstock Park,43.04,-85.67
3401,Conasauga,35.0,-84.73
