,primary_city,latitude,longitude
16082,Stilesville,39.63,-86.63
16083,Stillman Valley,42.1,-89.17
16084,Stillmore,32.44,-82.21
16085,Still Pond,39.32,-76.05
16086,Still River,42.49,-71.61
16087,Stillwater,45.05,-92.82
16088,Stilwell,38.78,-94.68
16089,Stinesville,39.3,-86.64
16090,Stinnett,37.09,-83.39
16091,Stinson Beach,37.91,-122.66
16092,Stinson Lake,43.86,-71.8
16093,Stirling,40.68,-74.49
16094,Stirling City,39.98,-121.53
16095,Stirum,46.21,-97.8
16096,Stites,46.08,-115.97
16097,Stittville,43.22,-75.28
16098,Stitzer,42.91,-90.63
16099,St John,18.33,-64.79
16100,Stockbridge,44.07,-88.31
16101,Stockdale,40.08,-79.85
16102,Stockertown,40.75,-75.26
16103,Stockett,47.2,-111.2
16104,Stockholm,47.04,-68.14
16105,Stockland,40.63,-87.58
16106,Stockport,40.85,-91.83
16107,Stockton,44.02,-91.77
16108,Stockton Springs,44.48,-68.85
16109,Stockville,40.53,-100.38
16110,Stockwell,40.25,-86.78
16111,Stoddard,43.66,-91.21
16112,Stokes,35.71,-77.27
16113,Stokesdale,36.23,-79.98
16114,Stollings,37.84,-81.93
16115,Stone,37.56,-82.27
16116,Stoneboro,41.33,-80.1
16117,Stone Creek,40.39,-81.55
16118,Stonefort,37.61,-88.7
16119,Stoneham,44.25,-70.81
16120,Stone Harbor,39.04,-74.76
16121,Stone Lake,45.84,-91.54
16122,Stone Mountain,33.8,-84.17
16123,Stone Park,41.9,-87.88
16124,Stone Ridge,41.86,-74.17
16125,Stoneville,36.46,-79.9
16126,Stonewall,35.13,-76.74
16127,Stoney Fork,36.88,-83.52
16128,Stonington,44.18,-68.67
16129,Stony Brook,40.9,-73.12
16130,Stony Creek,43.42,-74.03
16131,Stonyford,39.27,-122.46
16132,Stony Point,41.22,-73.99
16133,Stony Ridge,41.47,-83.46
16134,Stopover,37.52,-82.03
16135,Storden,44.03,-95.31
16136,Storm Lake,42.64,-95.19
16137,Stormville,41.54,-73.73
16138,Storrie,39.91,-121.33
16139,Storrs Mansfield,41.8,-72.25
16140,Story,44.6,-107.11
16141,Story City,42.18,-93.59
16142,Stotts City,37.1,-93.94
16143,Stottville,42.28,-73.75
16144,Stoughton,42.92,-89.22
16145,Stout,42.52,-92.71
16146,Stoutland,37.81,-92.51
16147,Stoutsville,39.6,-82.82
16148,Stovall,36.44,-78.56
16149,Stover,38.44,-92.98
16150,Stow,42.43,-71.5
16151,Stowe,44.46,-72.68
16152,Stowell,29.78,-94.37
16153,Stoy,38.99,-87.83
16154,Stoystown,40.1,-78.95
16155,Strabane,40.21,-80.14
16156,Strafford,43.87,-72.38
16157,Strandburg,45.04,-96.76
16158,Strandquist,48.49,-96.44
16159,Strang,40.41,-97.58
16160,Strasburg,46.13,-100.16
16161,Stratford,47.44,-119.27
16162,Stratham,43.02,-70.91
16163,Strathcona,48.55,-96.16
16164,Strathmere,39.19,-74.66
16165,Strathmore,36.14,-119.09
16166,Strattanville,41.2,-79.32
16167,Stratton,45.14,-70.44
16168,Straughn,39.8,-85.29
16169,Strausstown,40.49,-76.18
16170,Strawberry,38.19,-120.01
16171,Strawberry Plains,36.06,-83.68
16172,Strawberry Point,42.68,-91.53
16173,Strawberry Valley,39.56,-121.1
16174,Strawn,40.65,-88.39
16175,Streamwood,42.02,-88.17
16176,Streator,41.12,-88.83
16177,Street,39.65,-76.34
16178,Streeter,46.65,-99.35
16179,Streetman,31.87,-96.32
16180,Streetsboro,41.23,-81.34
16181,Stringer,31.84,-89.26
16182,Stringtown,34.46,-96.05
16183,Stroh,41.58,-85.19
16184,Stromsburg,41.11,-97.59
16185,Strong,44.8,-70.22
16186,Strong City,38.39,-96.53
16187,Stronghurst,40.74,-90.9
16188,Strongstown,40.56,-78.91
16189,Strongsville,41.31,-81.85
16190,Stroud,35.76,-96.64
16191,Stroudsburg,40.98,-75.19
16192,Strum,44.55,-91.38
16193,Strunk,36.62,-84.43
16194,Struthers,41.05,-80.59
16195,Stryker,48.7,-114.74
16196,Strykersville,42.73,-78.42
16197,St Thomas,18.35,-64.93
16198,Stuart,42.6,-99.14
16199,Stuarts Draft,38.02,-79.02
16200,Studio City,34.14,-118.39
16201,Studley,37.67,-77.29
16202,Stump Creek,41.01,-78.83
16203,Stumpy Point,35.74,-75.8
16204,Sturbridge,42.09,-72.06
16205,Sturdivant,37.06,-90.01
16206,Sturgeon,40.41,-80.19
16207,Sturgeon Bay,44.83,-87.37
16208,Sturgeon Lake,46.38,-92.82
16209,Sturgis,44.41,-103.51
16210,Sturkie,36.46,-91.99
16211,Sturtevant,42.7,-87.89
16212,Stuttgart,34.49,-91.55
16213,Stuyvesant,42.38,-73.76
16214,Stuyvesant Falls,42.34,-73.75
16215,Suamico,44.63,-88.05
16216,Subiaco,35.29,-93.63
16217,Sublette,41.64,-89.23
16218,Sublime,29.48,-96.8
16219,Sublimity,44.86,-122.73
16220,Suburb Maryland Fac,39.08,-77.05
16221,Succasunna,40.85,-74.65
16222,Success,37.44,-92.08
16223,Suches,34.73,-84.06
16224,Sudan,34.06,-102.52
16225,Sudbury,42.36,-71.4
16226,Sudlersville,39.18,-75.85
16227,Suffern,41.11,-74.14
16228,Suffield,41.98,-72.65
16229,Suffolk,36.7,-76.63
16230,Sugar City,43.85,-111.69
16231,Sugarcreek,40.5,-81.64
16232,Sugar Grove,41.98,-79.34
16233,Sugar Hill,44.23,-71.78
16234,Sugar Land,29.63,-95.65
16235,Sugarloaf,40.99,-76.08
16236,Sugar Loaf,41.32,-74.27
16237,Sugar Run,41.64,-76.24
16238,Sugartown,30.83,-93.01
16239,Sugar Tree,35.79,-88.02
16240,Sugar Valley,34.55,-85.03
16241,Suisun City,38.16,-121.93
16242,Suitland,38.83,-76.92
16243,Sula,45.87,-113.75
16244,Sulligent,33.89,-88.13
16245,Sullivan,44.53,-68.15
16246,Sullivan City,26.28,-98.56
16247,Sullivans Island,32.76,-79.83
16248,Sully,41.57,-92.84
16249,Sulphur,38.48,-85.26
16250,Sulphur Bluff,33.33,-95.36
16251,Sulphur Rock,35.75,-91.49
16252,Sulphur Springs,40.87,-82.86
16253,Sultan,47.85,-121.74
16254,Sultana,36.54,-119.33
16255,Sumas,48.94,-122.23
16256,Sumatra,46.61,-107.55
16257,Sumava Resorts,41.16,-87.43
16258,Sumerco,38.19,-81.89
16259,Sumerduck,38.46,-77.72
16260,Sumiton,33.75,-87.04
16261,Summerdale,40.29,-76.95
16262,Summerfield,39.99,-96.34
16263,Summerhill,40.37,-78.76
16264,Summer Lake,42.86,-120.71
16265,Summerland,34.41,-119.59
16266,Summerland Key,24.66,-81.45
16267,Summers,35.98,-94.48
16268,Summer Shade,36.88,-85.7
16269,Summersville,38.28,-80.84
16270,Summerton,33.6,-80.35
16271,Summertown,35.43,-87.33
16272,Summerville,45.52,-118.02
16273,Summit,45.3,-97.03
16274,Summit Argo,41.77,-87.82
16275,Summit Hill,40.82,-75.84
16276,Summit Lake,45.38,-89.19
16277,Summit Point,39.24,-77.95
16278,Summit Station,40.58,-76.22
16279,Summitville,41.62,-74.45
16280,Sumner,47.17,-122.18
16281,Sumneytown,40.31,-75.5
16282,Sumpter,44.75,-118.2
16283,Sumrall,31.41,-89.54
16284,Sumter,33.94,-80.39
16285,Sumterville,28.73,-82.01
16286,Sun,30.64,-89.9
16287,Sunapee,43.38,-72.08
16288,Sunbright,36.24,-84.67
16289,Sunburg,45.34,-95.23
16290,Sunburst,48.86,-111.89
16291,Sunbury,40.86,-76.78
16292,Sun City,37.37,-98.91
16293,Sun City Center,27.72,-82.35
16294,Sun City West,33.67,-112.36
16295,Suncook,43.13,-71.45
16296,Sundance,44.4,-104.37
16297,Sunderland,42.46,-72.58
16298,Sundown,33.45,-102.49
16299,Sunfield,42.76,-84.99
16300,Sunflower,33.54,-90.53
16301,Sunland,34.26,-118.32
16302,Sunland Park,31.79,-106.57
16303,Sunman,39.23,-85.09
16304,Sunnyside,46.44,-119.91
16305,Sunny Side,33.34,-84.29
16306,Sunnyvale,37.42,-122.0
16307,Sunol,37.56,-121.84
16308,Sun Prairie,43.18,-89.23
16309,Sunray,36.01,-101.82
16310,Sunrise Beach,38.17,-92.77
16311,Sun River,47.47,-111.8
16312,Sunset,44.22,-68.7
16313,Sunset Beach,33.87,-78.51
16314,Sunshine,30.29,-91.17
16315,Sunspot,32.8,-105.78
16316,Sun Valley,43.69,-114.34
16317,Supai,36.15,-112.63
16318,Superior,47.05,-114.97
16319,Suplee,40.07,-75.88
16320,Supply,34.01,-78.26
16321,Suquamish,47.72,-122.56
16322,Surfside,33.72,-118.08
16323,Surgoinsville,36.47,-82.85
16324,Suring,45.0,-88.37
16325,Surprise,42.35,-73.95
16326,Surrency,31.72,-82.19
16327,Surrey,48.23,-101.13
16328,Surry,44.49,-68.5
16329,Surveyor,37.73,-81.34
16330,Susan,37.36,-76.31
16331,Susanville,40.57,-120.61
16332,Susquehanna,41.94,-75.6
16333,Sussex,43.13,-88.21
16334,Sutersville,40.23,-79.8
16335,Sutherland,42.97,-95.49
16336,Sutherland Springs,29.26,-98.06
16337,Sutherlin,43.41,-123.11
16338,Sutter,40.28,-91.35
16339,Sutter Creek,38.42,-120.75
16340,Sutton,61.86,-148.29
16341,Suttons Bay,44.97,-85.65
16342,Suwanee,34.05,-84.07
16343,Suwannee,29.32,-83.14
16344,Swain,42.48,-77.88
16345,Swainsboro,32.59,-82.33
16346,Swaledale,42.97,-93.31
16347,Swampscott,42.46,-70.89
16348,Swan,41.46,-93.3
16349,Swanlake,42.32,-111.97
16350,Swan Lake,41.75,-74.77
16351,Swannanoa,35.6,-82.39
16352,Swanquarter,35.4,-76.27
16353,Swan River,47.08,-93.19
16354,Swansboro,34.69,-77.12
16355,Swansea,41.75,-71.18
16356,Swans Island,44.14,-68.45
16357,Swanton,44.92,-73.12
16358,Swan Valley,43.4,-111.31
16359,Swanville,45.91,-94.63
16360,Swanzey,42.86,-72.28
16361,Swarthmore,39.9,-75.34
16362,Swartswood,41.09,-74.84
16363,Swartz,32.56,-91.98
16364,Swartz Creek,42.96,-83.82
16365,Swatara,46.89,-93.67
16366,Swayzee,40.5,-85.82
16367,Swea City,43.38,-94.31
16368,Swedesboro,39.74,-75.31
16369,Swedesburg,41.1,-91.55
16370,Sweeden,37.25,-86.28
16371,Sweeny,29.04,-95.69
16372,Sweet,44.01,-116.33
16373,Sweet Briar,37.56,-79.05
16374,Sweet Grass,48.94,-111.52
16375,Sweet Home,44.36,-122.69
16376,Sweetser,40.56,-85.76
16377,Sweet Springs,38.96,-93.41
16378,Sweet Valley,41.28,-76.15
16379,Sweetwater,35.6,-84.46
16380,Sweet Water,32.1,-87.86
16381,Swengel,40.94,-77.07
16382,Swepsonville,36.02,-79.35
16383,Swift,48.85,-95.22
16384,Swifton,35.82,-91.12
16385,Swiftown,33.32,-90.4
16386,Swiftwater,41.08,-75.36
16387,Swink,38.01,-103.62
16388,Swisher,41.84,-91.69
16389,Swiss,38.27,-81.06
16390,Swisshome,44.12,-123.81
16391,Switchback,37.37,-81.37
16392,Switz City,39.03,-87.05
16393,Switzer,37.78,-81.97
16394,Swoope,38.14,-79.2
16395,Swords Creek,37.08,-81.91
16396,Sybertsville,40.99,-76.08
16397,Sycamore,41.98,-88.69
16398,Sycamore Valley,39.66,-81.23
16399,Sydney,27.9,-82.24
16400,Sykeston,47.46,-99.39
16401,Sykesville,41.04,-78.81
16402,Sylacauga,33.17,-86.26
16403,Sylmar,34.32,-118.38
16404,Sylva,35.37,-83.22
16405,Sylvan Beach,43.36,-86.41
16406,Sylvan Grove,39.01,-98.39
16407,Sylvania,41.8,-76.85
16408,Sylvester,38.0,-81.56
16409,Sylvia,37.95,-98.4
16410,Symsonia,36.9,-88.51
16411,Syosset,40.81,-73.5
16412,Syracuse,43.04,-76.14
16413,Syria,38.48,-78.32
16414,Taberg,43.3,-75.61
16415,Tabernash,39.98,-105.85
16416,Tabiona,40.38,-110.65
16417,Table Grove,40.36,-90.42
16418,Table Rock,40.17,-96.08
16419,Tabor,42.94,-97.65
16420,Tabor City,34.14,-78.87
16421,Tacna,32.68,-113.97
16422,Tacoma,47.29,-122.5
16423,Taconic,42.03,-73.4
16424,Taconite,47.32,-93.36
16425,Tad,38.29,-81.55
16426,Taft,35.75,-95.54
16427,Tafton,41.4,-75.18
16428,Taftsville,43.62,-72.46
16429,Taftville,41.56,-72.05
16430,Tahlequah,35.91,-94.97
16431,Tahoe City,39.18,-120.14
16432,Tahoe Vista,39.24,-120.05
16433,Tahoka,33.16,-101.79
16434,Taholah,47.31,-124.22
16435,Tahoma,39.02,-120.14
16436,Tahuya,47.44,-123.02
16437,Taiban,34.44,-104.0
16438,Takoma Park,38.98,-77.0
16439,Takotna,62.97,-156.08
16440,Talala,36.53,-95.7
16441,Talbot,40.52,-87.47
16442,Talbott,36.14,-83.4
16443,Talbotton,32.67,-84.54
16444,Talco,33.36,-95.1
16445,Talcott,37.65,-80.75
16446,Talent,42.2,-122.81
16447,Talihina,34.75,-95.04
16448,Talisheek,30.47,-89.85
16449,Talkeetna,62.42,-148.76
16450,Talking Rock,34.5,-84.5
16451,Talladega,33.43,-86.09
16452,Tallahassee,30.56,-84.18
16453,Tallapoosa,36.5,-89.81
16454,Tallassee,35.55,-83.93
16455,Tallevast,27.44,-82.51
16456,Tallmadge,41.1,-81.42
16457,Tallman,41.11,-74.1
16458,Tallmansville,38.83,-80.15
16459,Tall Timbers,38.15,-76.53
16460,Tallula,39.94,-89.93
16461,Tallulah,32.4,-91.18
16462,Tallulah Falls,34.72,-83.38
16463,Talmage,40.53,-96.02
16464,Talmo,34.18,-83.71
16465,Talmoon,47.6,-93.77
16466,Taloga,36.04,-98.96
16467,Talpa,31.77,-99.7
16468,Tama,41.96,-92.57
16469,Tamaqua,40.8,-75.93
16470,Tamarack,46.65,-93.11
16471,Tamaroa,38.13,-89.22
16472,Tamassee,34.89,-82.98
16473,Tamiment,41.14,-75.02
16474,Tamms,37.23,-89.26
16475,Tampa,38.54,-97.15
16476,Tampico,41.63,-89.78
16477,Tamuning,13.48,144.77
16478,Tamworth,43.85,-71.26
16479,Tanacross,63.38,-143.39
16480,Tanana,65.18,-152.07
16481,Taneytown,39.65,-77.16
16482,Taneyville,36.73,-93.03
16483,Tangent,44.54,-123.08
16484,Tangerine,28.76,-81.62
16485,Tangier,37.82,-75.99
16486,Tangipahoa,30.87,-90.51
16487,Tanner,34.66,-86.95
16488,Tannersville,42.19,-74.13
16489,Taopi,43.55,-92.64
16490,Taos,36.38,-105.57
16491,Taos Ski Valley,36.6,-105.45
16492,Tappahannock,37.92,-76.86
16493,Tappan,41.02,-73.95
16494,Tappen,46.87,-99.62
16495,Tarawa Terrace,34.73,-77.37
16496,Tarboro,35.9,-77.55
16497,Tarentum,40.6,-79.76
16498,Tar Heel,34.73,-78.79
16499,Tariffville,41.9,-72.76
16500,Tarkio,40.44,-95.38
16501,Tarlton,39.55,-82.77
16502,Tarpley,29.63,-99.28
16503,Tarpon Springs,28.14,-82.78
16504,Tarrs,40.15,-79.56
16505,Tarrytown,41.06,-73.86
16506,Tarzan,32.31,-101.98
16507,Tarzana,34.17,-118.54
16508,Tasley,37.7,-75.7
16509,Taswell,38.33,-86.56
16510,Tatamy,40.74,-75.25
16511,Tate,34.42,-84.29
16512,Tateville,36.96,-84.58
16513,Tatitlek,60.88,-146.65
16514,Tatum,34.64,-79.58
16515,Tatums,34.47,-97.46
16516,Taunton,44.59,-96.06
16517,Tavares,28.8,-81.73
16518,Tavernier,25.01,-80.51
16519,Tawas City,44.27,-83.51
16520,Taylor,46.9,-102.42
16521,Taylor Ridge,41.38,-90.66
16522,Taylors,34.91,-82.31
16523,Taylors Falls,45.41,-92.66
16524,Taylors Island,38.46,-76.3
16525,Taylor Springs,39.13,-89.49
16526,Taylorstown,40.17,-80.38
16527,Taylorsville,40.04,-120.75
16528,Taylorville,39.52,-89.26
16529,Tazewell,37.12,-81.51
16530,Tchula,33.18,-90.22
16531,Tea,43.44,-96.83
16532,Teaberry,37.42,-82.64
16533,Teachey,34.76,-78.0
16534,Teague,31.63,-96.28
16535,Teaneck,40.88,-74.01
16536,Teasdale,38.23,-111.47
16537,Teays,38.43,-81.89
16538,Tebbetts,38.62,-91.96
16539,Tecate,32.59,-116.64
16540,Techny,42.11,-87.8
16541,Tecopa,35.85,-116.22
16542,Tecumseh,42.0,-83.94
16543,Teec Nos Pos,36.89,-109.37
16544,Teeds Grove,42.01,-90.25
16545,Tefft,41.19,-86.96
16546,Tehachapi,35.13,-118.44
16547,Tehama,40.02,-122.13
16548,Tehuacana,31.74,-96.54
16549,Teigen,47.03,-108.61
16550,Tekamah,41.77,-96.22
16551,Tekoa,47.24,-117.11
16552,Tekonsha,42.09,-84.98
16553,Telegraph,30.33,-99.98
16554,Telephone,33.8,-96.0
16555,Telferner,28.83,-96.83
16556,Telford,40.32,-75.32
16557,Tell,34.38,-100.39
16558,Tell City,37.94,-86.75
16559,Teller,65.25,-166.36
16560,Tellico Plains,35.36,-84.29
16561,Telluride,37.94,-107.9
16562,Telogia,30.35,-84.81
16563,Temecula,33.53,-117.1
16564,Tempe,33.43,-111.91
16565,Temperance,41.76,-83.57
16566,Temperanceville,37.89,-75.54
16567,Temple,44.68,-70.22
16568,Temple Bar Marina,36.02,-114.29
16569,Temple City,34.1,-118.05
16570,Temple Hills,38.8,-76.94
16571,Templeton,42.55,-72.06
16572,Templeville,39.13,-75.76
16573,Tenafly,40.91,-73.95
16574,Tenaha,31.94,-94.24
16575,Tenakee Springs,57.83,-135.13
16576,Tenants Harbor,43.95,-69.23
16577,Tendoy,44.94,-113.64
16578,Tenino,46.84,-122.85
16579,Tenmile,43.1,-123.53
16580,Ten Mile,35.66,-84.66
16581,Tennent,40.29,-74.36
16582,Tennessee,40.41,-90.83
16583,Tennessee Colony,31.88,-95.91
16584,Tennessee Ridge,36.31,-87.76
16585,Tennga,34.98,-84.72
16586,Tennille,32.93,-82.81
16587,Tennyson,38.08,-87.11
16588,Tensed,47.12,-116.79
16589,Ten Sleep,44.03,-107.44
16590,Tenstrike,47.66,-94.68
16591,Tererro,35.74,-105.67
16592,Terlingua,29.32,-103.62
16593,Terlton,36.18,-96.49
16594,Termo,40.94,-120.64
16595,Terra Alta,39.44,-79.54
16596,Terra Bella,35.93,-119.03
16597,Terra Ceia,27.58,-82.58
16598,Terrace Park,39.15,-84.31
16599,Terral,33.89,-97.93
16600,Terrebonne,44.41,-121.29
16601,Terre Haute,39.47,-87.38
16602,Terre Hill,40.15,-76.05
16603,Terrell,35.58,-80.97
16604,Terreton,43.86,-112.38
16605,Terril,43.3,-94.96
16606,Terry,46.91,-105.43
16607,Terryville,41.67,-73.0
16608,Tescott,39.01,-97.87
16609,Tesuque,35.76,-105.92
16610,Teterboro,40.85,-74.06
16611,Teton,43.88,-111.64
16612,Tetonia,43.85,-111.11
16613,Teton Village,43.57,-110.81
16614,Teutopolis,39.13,-88.47
16615,Tewksbury,42.61,-71.23
16616,Texarkana,33.45,-94.01
16617,Texas City,29.4,-94.95
16618,Texhoma,36.5,-101.78
16619,Texico,38.43,-88.86
16620,Texline,36.37,-103.01
16621,Texola,35.21,-99.98
16622,Thackerville,33.79,-97.14
16623,Thatcher,42.35,-111.64
16624,Thawville,40.67,-88.11
16625,Thaxton,37.35,-79.63
16626,Thayer,41.17,-87.33
16627,Thayne,42.91,-111.0
16628,Thebes,37.21,-89.45
16629,The Colony,33.09,-96.88
16630,The Dalles,45.54,-121.15
16631,Thedford,41.97,-100.57
16632,The Lakes,36.17,-115.13
16633,Thelma,37.81,-82.76
16634,Thendara,43.83,-74.99
16635,Theodore,30.54,-88.17
16636,Theodosia,36.57,-92.66
16637,The Plains,39.36,-82.13
16638,Theresa,44.21,-75.79
16639,Theriot,29.36,-91.01
16640,Thermal,33.48,-116.1
16641,Thermopolis,43.64,-108.21
16642,The Rock,32.96,-84.24
16643,The Sea Ranch,38.7,-123.44
16644,Thetford,43.82,-72.23
16645,Thetford Center,43.82,-72.27
16646,The Villages,28.93,-81.95
16647,Thibodaux,29.79,-90.82
16648,Thicket,30.39,-94.63
16649,Thida,35.55,-91.46
16650,Thief River Falls,48.11,-96.17
16651,Thiells,41.2,-74.01
16652,Thiensville,43.23,-87.97
16653,Thomas,39.14,-79.49
16654,Thomasboro,40.24,-88.18
16655,Thomaston,44.08,-69.18
16656,Thomastown,32.85,-89.66
16657,Thomasville,39.92,-76.87
16658,Thompson,47.77,-97.1
16659,Thompson Falls,47.56,-115.44
16660,Thompson Ridge,41.58,-74.36
16661,Thompsons,29.49,-95.61
16662,Thompsons Station,35.82,-87.01
16663,Thompsontown,40.56,-77.23
16664,Thompsonville,44.52,-85.93
16665,Thomson,41.95,-90.1
16666,Thonotosassa,28.07,-82.3
16667,Thor,42.68,-94.05
16668,Thoreau,35.4,-108.22
16669,Thornburg,41.45,-92.33
16670,Thorndale,39.99,-75.75
16671,Thorndike,44.57,-69.27
16672,Thorne Bay,55.57,-132.39
16673,Thornfield,36.7,-92.65
16674,Thorn Hill,36.35,-83.41
16675,Thornton,47.09,-117.39
16676,Thorntown,40.12,-86.61
16677,Thornville,39.89,-82.41
16678,Thornwood,41.11,-73.76
16679,Thorofare,39.85,-75.18
16680,Thorp,47.08,-120.71
16681,Thorpe,37.34,-81.49
16682,Thorsby,32.91,-86.71
16683,Thousand Island Park,44.33,-75.94
16684,Thousand Oaks,34.21,-118.88
16685,Thousand Palms,33.8,-116.36
16686,Thousandsticks,37.18,-83.42
16687,Thrall,30.58,-97.29
16688,Three Bridges,40.52,-74.8
16689,Three Forks,45.91,-111.43
16690,Three Lakes,45.79,-89.16
16691,Three Mile Bay,43.99,-76.25
16692,Three Oaks,41.79,-86.61
16693,Three Rivers,42.18,-72.37
16694,Three Springs,40.19,-77.98
16695,Throckmorton,33.18,-99.17
16696,Thurman,40.81,-95.74
16697,Thurmond,37.96,-81.08
16698,Thurmont,39.62,-77.4
16699,Thurston,44.05,-122.91
16700,Tibbie,31.36,-88.24
16701,Tichnor,34.05,-91.23
16702,Tickfaw,30.57,-90.48
16703,Ticonderoga,43.84,-73.42
16704,Tidewater,44.32,-123.85
16705,Tidioute,41.68,-79.4
16706,Tie Plant,33.77,-89.8
16707,Tierra Amarilla,36.7,-106.54
16708,Tie Siding,41.04,-105.42
16709,Tieton,46.71,-120.76
16710,Tiff,38.01,-90.75
16711,Tiff City,36.66,-94.61
16712,Tiffin,41.7,-91.67
16713,Tifton,31.46,-83.51
16714,Tiger,34.84,-83.43
16715,Tigerton,44.74,-89.06
16716,Tigerville,35.07,-82.37
16717,Tignall,33.86,-82.74
16718,Tigrett,35.96,-89.24
16719,Tijeras,35.08,-106.37
16720,Tilden,42.04,-97.83
16721,Tilghman,38.69,-76.33
16722,Tiline,37.16,-88.25
16723,Tillamook,45.46,-123.71
16724,Tillar,33.71,-91.45
16725,Tillatoba,33.98,-89.89
16726,Tilleda,44.81,-88.9
16727,Tiller,42.91,-122.87
16728,Tillery,36.25,-77.48
16729,Tillman,32.46,-81.1
16730,Tillson,41.83,-74.06
16731,Tilly,35.69,-92.86
16732,Tilton,43.44,-71.58
16733,Tiltonsville,40.17,-80.69
16734,Timber,45.74,-123.31
16735,Timberlake,36.28,-78.95
16736,Timber Lake,45.42,-101.07
16737,Timberon,32.63,-105.69
16738,Timberville,38.63,-78.77
16739,Timblin,40.96,-79.19
16740,Timbo,35.86,-92.3
16741,Timewell,40.01,-90.85
16742,Timmonsville,34.13,-79.94
16743,Timnath,40.52,-104.98
16744,Timpson,31.9,-94.39
16745,Tina,39.53,-93.44
16746,Tingley,40.85,-94.19
16747,Tinian,15.0,145.63
16748,Tinley Park,41.57,-87.84
16749,Tinnie,33.27,-105.13
16750,Tinsley,32.77,-90.43
16751,Tintah,46.01,-96.32
16752,Tioga,48.39,-102.93
16753,Tioga Center,42.05,-76.34
16754,Tiona,41.75,-79.05
16755,Tionesta,41.49,-79.44
16756,Tiplersville,34.9,-88.92
16757,Tipp City,39.96,-84.18
16758,Tippecanoe,41.22,-86.1
16759,Tippo,33.91,-90.1
16760,Tipton,42.01,-84.06
16761,Tiptonville,36.37,-89.47
16762,Tire Hill,40.27,-78.92
16763,Tiro,40.9,-82.76
16764,Tisch Mills,44.33,-87.61
16765,Tishomingo,34.63,-88.22
16766,Tiskilwa,41.29,-89.5
16767,Titonka,43.23,-94.04
16768,Titus,32.71,-86.25
16769,Titusville,41.62,-79.67
16770,Tiverton,41.65,-71.2
16771,Tivoli,42.05,-73.91
16772,Toa Alta,18.39,-66.25
16773,Toa Baja,18.44,-66.25
16774,Toano,37.37,-76.8
16775,Toast,36.49,-80.63
16776,Tobaccoville,36.23,-80.39
16777,Tobias,40.41,-97.33
16778,Tobyhanna,41.18,-75.43
16779,Toccoa,34.57,-83.32
16780,Toccoa Falls,34.57,-83.32
16781,Toccopola,34.25,-89.23
16782,Todd,40.26,-78.1
16783,Toddville,42.1,-91.71
16784,Toeterville,43.44,-92.91
16785,Tofte,47.55,-90.88
16786,Togiak,59.21,-160.54
16787,Tohatchi,35.85,-108.75
16788,Toivola,47.0,-88.75
16789,Tok,63.66,-143.19
16790,Tokeland,46.74,-123.99
16791,Tokio,47.92,-98.81
16792,Toksook Bay,60.54,-165.14
16793,Tolar,32.39,-97.91
16794,Toledo,46.45,-122.76
16795,Tolland,41.98,-72.15
16796,Tollesboro,38.57,-83.57
16797,Tolleson,33.42,-112.27
16798,Tolley,48.73,-101.82
16799,Tollhouse,36.96,-119.3
16800,Tolna,47.82,-98.43
16801,Tolono,39.98,-88.26
16802,Tolovana Park,45.86,-123.96
16803,Tolstoy,45.2,-99.61
16804,Tolu,37.43,-88.24
16805,Toluca,41.0,-89.13
16806,Toluca Lake,34.15,-118.37
16807,Tomah,43.98,-90.5
16808,Tomahawk,45.47,-89.72
16809,Tomales,38.24,-122.9
16810,Tomball,30.09,-95.61
16811,Tom Bean,33.52,-96.48
16812,Tombstone,31.71,-110.04
16813,Tome,34.74,-106.71
16814,Tomkins Cove,41.27,-73.98
16815,Tompkinsville,36.7,-85.69
16816,Toms Brook,38.94,-78.43
16817,Toms River,39.95,-74.18
16818,Tonalea,36.91,-110.87
16819,Tonasket,48.68,-119.3
16820,Tonawanda,43.0,-78.87
16821,Toney,34.9,-86.72
16822,Tonganoxie,39.11,-95.08
16823,Tonica,41.21,-89.06
16824,Tonkawa,36.68,-97.3
16825,Tonopah,38.35,-116.61
16826,Tontitown,36.17,-94.23
16827,Tonto Basin,33.83,-111.26
16828,Tontogany,41.42,-83.74
16829,Tony,45.48,-90.99
16830,Tooele,40.57,-112.33
16831,Toomsboro,32.82,-83.08
16832,Toomsuba,32.43,-88.46
16833,Toone,35.35,-88.95
16834,Topanga,34.1,-118.6
16835,Topawa,31.8,-111.74
16836,Topaz,38.64,-119.48
16837,Topeka,41.53,-85.54
16838,Topinabee,45.48,-84.6
16839,Topmost,37.36,-82.78
16840,Topock,34.72,-114.44
16841,Toponas,40.07,-106.8
16842,Toppenish,46.28,-120.25
16843,Topping,37.59,-76.46
16844,Topsfield,45.41,-67.73
16845,Topsham,44.09,-72.22
16846,Topton,40.5,-75.7
16847,Toquerville,37.26,-113.27
16848,Tornado,38.33,-81.85
16849,Tornillo,31.44,-106.08
16850,Toronto,44.57,-96.64
16851,Torrance,40.36,-79.3
16852,Torreon,34.72,-106.29
16853,Torrey,38.33,-111.06
16854,Torrington,42.06,-104.18
16855,Tortilla Flat,33.52,-111.38
16856,Toston,46.17,-111.51
16857,Totowa,40.9,-74.22
16858,Totz,36.94,-83.11
16859,Touchet,46.12,-118.64
