state,zipcode,total_pop,total_income,country,avg_income
FL,32583,10760,603602,USA,56096.84015
FL,32601,6800,324376,USA,47702.35294
FL,32603,1180,63099,USA,53473.72881
FL,32605,12060,981753,USA,81405.72139
FL,32606,11530,957869,USA,83076.23591
FL,32607,13210,789386,USA,59756.69947
FL,32608,21460,1695731,USA,79018.21994
FL,32609,7670,295018,USA,38463.88527
FL,32615,6890,479112,USA,69537.30044
FL,32617,1870,90905,USA,48612.29947
FL,32618,3080,169985,USA,55189.93506
FL,32619,1990,92257,USA,46360.30151
FL,32621,2220,81594,USA,36754.05405
FL,32622,590,34716,USA,58840.67797
FL,32625,700,47370,USA,67671.42857
FL,32626,3010,130704,USA,43423.25581
FL,32628,1410,61711,USA,43766.66667
FL,32631,220,18516,USA,84163.63636
FL,32640,4320,197792,USA,45785.18519
FL,32641,5560,173677,USA,31236.8705
FL,32643,5100,308470,USA,60484.31373
FL,32648,160,7011,USA,43818.75
FL,32653,6720,614365,USA,91423.3631
FL,32656,6160,300127,USA,48721.91558
FL,32666,2630,155235,USA,59024.71483
FL,32667,1780,129189,USA,72578.08989
FL,32668,2210,116045,USA,52509.04977
FL,32669,6950,607443,USA,87401.8705
FL,32680,3180,148870,USA,46814.46541
FL,32686,1860,216721,USA,116516.6667
FL,32693,4570,219879,USA,48113.56674
FL,32694,810,39463,USA,48719.75309
FL,32696,5430,267753,USA,49309.94475
FL,32701,11880,601080,USA,50595.9596
FL,32702,1410,70044,USA,49676.59574
FL,32703,24250,1202385,USA,49582.8866
FL,32707,18570,920593,USA,49574.20571
FL,32708,22830,1771063,USA,77576.1279
FL,32709,1150,64459,USA,56051.30435
FL,32712,21740,1429964,USA,65775.71297
FL,32713,10270,689308,USA,67118.59786
FL,32714,19430,1013475,USA,52160.31909
FL,32720,13890,749142,USA,53933.90929
FL,32724,17510,1094725,USA,62519.98858
FL,32725,23180,987003,USA,42579.9396
FL,32726,9420,471025,USA,50002.65393
FL,32730,2870,125673,USA,43788.50174
FL,32732,2590,210373,USA,81225.09653
FL,32735,2550,137604,USA,53962.35294
FL,32736,4940,397273,USA,80419.63563
FL,32738,21110,881127,USA,41739.79157
FL,32744,1770,89838,USA,50755.9322
FL,32746,21510,2211199,USA,102798.6518
FL,32750,12250,773655,USA,63155.5102
FL,32751,11030,1367113,USA,123944.9683
FL,32754,5370,309712,USA,57674.4879
FL,32757,12920,956974,USA,74069.19505
FL,32759,1310,60951,USA,46527.48092
FL,32763,10580,492255,USA,46526.93762
FL,32764,1540,95080,USA,61740.25974
FL,32765,28600,2300127,USA,80424.02098
FL,32766,7230,740976,USA,102486.3071
FL,32767,1160,41727,USA,35971.55172
FL,32771,25880,1733689,USA,66989.52859
FL,32773,15000,644534,USA,42968.93333
FL,32776,5780,424804,USA,73495.50173
FL,32778,10460,630391,USA,60266.826
FL,32779,14280,2073953,USA,145234.8039
FL,32780,18240,1023508,USA,56113.37719
FL,32784,4960,259418,USA,52302.01613
FL,32789,12080,3020517,USA,250042.798
FL,32792,24370,1431213,USA,58728.47764
FL,32796,9400,499491,USA,53137.34043
FL,32798,1550,70496,USA,45481.29032
FL,32801,9470,1005950,USA,106224.9208
FL,32803,12010,1086350,USA,90453.78851
FL,32804,9700,1223141,USA,126097.0103
FL,32805,9930,282890,USA,28488.41893
FL,32806,13870,1212251,USA,87400.93727
FL,32807,16580,568371,USA,34280.5187
FL,32808,23890,657383,USA,27517.07828
FL,32809,14250,628038,USA,44072.84211
FL,32810,17040,671757,USA,39422.35915
FL,32811,19850,613968,USA,30930.37783
FL,32812,17870,1021337,USA,57153.72132
FL,32814,4490,711589,USA,158483.0735
FL,32817,16430,821479,USA,49998.72185
FL,32818,23510,763735,USA,32485.53807
FL,32819,15040,1435810,USA,95466.09043
FL,32820,4400,326974,USA,74312.27273
FL,32821,15060,576375,USA,38271.91235
FL,32822,30220,982882,USA,32524.22237
FL,32824,26930,1186451,USA,44056.8511
FL,32825,29610,1420351,USA,47968.62546
FL,32826,10900,431361,USA,39574.40367
FL,32827,7330,952784,USA,129984.1746
FL,32828,30100,1998014,USA,66379.20266
FL,32829,10140,532145,USA,52479.78304
FL,32832,13930,1151091,USA,82633.95549
FL,32833,4710,296009,USA,62846.92144
FL,32835,21420,1126660,USA,52598.50607
FL,32836,10420,1688214,USA,162016.6987
FL,32837,26950,1340933,USA,49756.32653
FL,32839,27020,878738,USA,32521.76166
FL,32901,10760,521640,USA,48479.5539
FL,32903,6980,859240,USA,123100.2865
FL,32904,15900,1074611,USA,67585.59748
FL,32905,11970,478925,USA,40010.44277
FL,32907,20610,943145,USA,45761.52353
FL,32908,6170,264831,USA,42922.36629
FL,32909,16350,783667,USA,47930.70336
FL,32920,5290,353366,USA,66798.86578
FL,32922,6320,257236,USA,40701.89873
FL,32925,580,31832,USA,54882.75862
FL,32926,10580,557698,USA,52712.47637
FL,32927,12960,655087,USA,50546.83642
FL,32931,7390,853285,USA,115464.8173
FL,32934,8950,790963,USA,88375.75419
FL,32935,20830,953920,USA,45795.48728
FL,32937,13500,1405082,USA,104080.1481
FL,32940,21460,2188674,USA,101988.5368
FL,32948,2840,113107,USA,39826.40845
FL,32949,1250,118241,USA,94592.8
FL,32950,2270,189135,USA,83319.38326
FL,32951,5530,689174,USA,124624.5931
FL,32952,10440,952506,USA,91236.2069
FL,32953,11620,864744,USA,74418.58864
FL,32955,19490,1409845,USA,72336.8394
FL,32958,13770,791598,USA,57487.14597
FL,32960,9760,556937,USA,57063.21721
FL,32962,12140,608805,USA,50148.68204
FL,32963,8000,4293621,USA,536702.625
FL,32966,9600,627413,USA,65355.52083
FL,32967,11480,891519,USA,77658.44948
FL,32968,7140,534135,USA,74808.82353
FL,32976,4060,183181,USA,45118.47291
FL,33004,8180,389104,USA,47567.72616
FL,33009,20330,1151190,USA,56625.18446
FL,33010,23070,602073,USA,26097.6593
FL,33012,37580,1157512,USA,30801.27728
FL,33013,17690,523224,USA,29577.38836
FL,33014,21020,1002100,USA,47673.64415
FL,33015,32840,1381036,USA,42053.47138
FL,33016,24270,1165642,USA,48028.10054
FL,33018,28140,1250378,USA,44434.18621
FL,33019,7210,1489288,USA,206558.6685
FL,33020,21630,904554,USA,41819.41748
FL,33021,23580,1750791,USA,74248.98219
FL,33023,35150,1215941,USA,34592.91607
FL,33024,37470,1909189,USA,50952.46864
FL,33025,36100,1664752,USA,46115.01385
FL,33026,15460,1125271,USA,72785.96378
FL,33027,29790,2153571,USA,72291.7422
FL,33028,12990,1089939,USA,83906.00462
FL,33029,21660,1876333,USA,86626.63897
FL,33030,14420,519244,USA,36008.59917
FL,33031,3090,265755,USA,86004.85437
FL,33032,24990,965831,USA,38648.69948
FL,33033,28830,1084788,USA,37627.05515
FL,33034,8570,237099,USA,27666.16103
FL,33035,7240,307952,USA,42534.80663
FL,33036,1890,475575,USA,251626.9841
FL,33037,7290,2216131,USA,303996.0219
FL,33040,18270,1659552,USA,90834.81117
FL,33042,3240,462935,USA,142881.1728
FL,33043,2230,191112,USA,85700.44843
FL,33050,5340,416582,USA,78011.61049
FL,33054,14710,405431,USA,27561.59075
FL,33055,24310,766463,USA,31528.71246
FL,33056,18650,616306,USA,33045.89812
FL,33060,17150,895002,USA,52186.70554
FL,33062,13420,2355107,USA,175492.3249
FL,33063,28160,1256512,USA,44620.45455
FL,33064,28560,2012655,USA,70471.11345
FL,33065,27270,1334113,USA,48922.3689
FL,33066,9130,486406,USA,53275.57503
FL,33067,12970,1767270,USA,136258.2884
FL,33068,26260,879231,USA,33481.75933
FL,33069,13830,705006,USA,50976.57267
FL,33070,3000,312932,USA,104310.6667
FL,33071,19120,1509519,USA,78949.73849
FL,33073,15510,1005746,USA,64845.00322
FL,33076,17150,2684740,USA,156544.6064
FL,33109,260,1010473,USA,3886434.615
FL,33122,1110,115963,USA,104471.1712
FL,33125,25340,738335,USA,29137.13496
FL,33126,26090,932001,USA,35722.53737
FL,33127,13330,364785,USA,27365.71643
FL,33128,2930,73666,USA,25141.97952
FL,33129,7370,911101,USA,123622.9308
FL,33130,15290,914490,USA,59809.67953
FL,33131,12720,2973669,USA,233779.0094
FL,33132,7400,828999,USA,112026.8919
FL,33133,16730,3879013,USA,231859.7131
FL,33134,20770,2841916,USA,136827.9249
FL,33135,16960,505474,USA,29803.89151
FL,33136,6800,239527,USA,35224.55882
FL,33137,12270,1266130,USA,103189.0791
FL,33138,13830,1241802,USA,89790.45553
FL,33139,18900,6195042,USA,327780
FL,33140,9370,4495171,USA,479740.7684
FL,33141,18470,1676245,USA,90755.00812
FL,33142,24810,636980,USA,25674.32487
FL,33143,15130,3227727,USA,213332.9147
FL,33144,14360,554102,USA,38586.49025
FL,33145,15380,803072,USA,52215.3446
FL,33146,5150,1661774,USA,322674.5631
FL,33147,24210,642539,USA,26540.23131
FL,33149,5360,1818558,USA,339283.209
FL,33150,13490,394111,USA,29215.04818
FL,33154,6600,2556821,USA,387397.1212
FL,33155,23820,1543100,USA,64781.69605
FL,33156,15470,4659389,USA,301188.6878
FL,33157,32560,2071933,USA,63634.3059
FL,33158,2950,611038,USA,207131.5254
FL,33160,19750,3520372,USA,178246.6835
FL,33161,25860,896967,USA,34685.49884
FL,33162,22690,794230,USA,35003.52578
FL,33165,29590,1374213,USA,46441.80466
FL,33166,13320,867902,USA,65157.80781
FL,33167,10070,317699,USA,31549.0566
FL,33168,14460,450100,USA,31127.24758
FL,33169,21560,793724,USA,36814.65677
FL,33170,7210,292106,USA,40514.00832
FL,33172,22690,879454,USA,38759.54165
FL,33173,17140,1156619,USA,67480.68845
FL,33174,16180,621037,USA,38383.00371
FL,33175,28990,1514572,USA,52244.63608
FL,33176,25820,2419073,USA,93689.89156
FL,33177,29270,1145128,USA,39122.9245
FL,33178,25230,1680308,USA,66599.60365
FL,33179,22130,1222332,USA,55234.16177
FL,33180,15130,2158996,USA,142696.3648
FL,33181,9400,692408,USA,73660.42553
FL,33182,7310,423658,USA,57955.95075
FL,33183,19170,926397,USA,48325.35211
FL,33184,11470,519349,USA,45278.90148
FL,33185,14110,875621,USA,62056.76825
FL,33186,35280,2044282,USA,57944.50113
FL,33187,9510,535895,USA,56350.68349
FL,33189,12330,567089,USA,45992.61963
FL,33190,6880,316871,USA,46056.8314
FL,33193,24650,1036018,USA,42029.12779
FL,33194,2930,172461,USA,58860.40956
FL,33196,25380,1338567,USA,52741.01655
FL,33301,9710,3655037,USA,376419.8764
FL,33304,10750,1583660,USA,147317.2093
FL,33305,6660,997967,USA,149844.8949
FL,33306,2040,250792,USA,122937.2549
FL,33308,16380,2755233,USA,168207.1429
FL,33309,20340,909157,USA,44697.98427
FL,33311,34110,1053057,USA,30872.38347
FL,33312,25590,1585284,USA,61949.35522
FL,33313,30240,901550,USA,29813.16138
FL,33314,12630,635928,USA,50350.59382
FL,33315,6840,549566,USA,80345.90643
FL,33316,6970,2002761,USA,287340.1722
FL,33317,18600,1209252,USA,65013.54839
FL,33319,25600,1026374,USA,40092.73438
FL,33321,26310,1216190,USA,46225.38959
FL,33322,20820,1185001,USA,56916.47454
FL,33323,11590,1031778,USA,89023.12338
FL,33324,23640,2245611,USA,94992.00508
FL,33325,14730,1260678,USA,85585.74338
FL,33326,15790,1460156,USA,92473.46422
FL,33327,9050,1327829,USA,146721.4365
FL,33328,13800,1579487,USA,114455.5797
FL,33330,6960,1298397,USA,186551.2931
FL,33331,10540,1609329,USA,152687.7609
FL,33332,4530,750782,USA,165735.5408
FL,33334,16110,948434,USA,58872.37741
FL,33351,18630,847317,USA,45481.32045
FL,33401,14610,2572522,USA,176079.5346
FL,33403,7050,285658,USA,40518.86525
FL,33404,14540,1269945,USA,87341.4718
FL,33405,9770,797462,USA,81623.54145
FL,33406,13600,631920,USA,46464.70588
FL,33407,15160,646012,USA,42612.92876
FL,33408,10130,2585803,USA,255261.8954
FL,33409,15870,709448,USA,44703.71771
FL,33410,18740,3227497,USA,172225.0267
FL,33411,35820,2441102,USA,68149.13456
FL,33412,7750,990857,USA,127852.5161
FL,33413,8320,408923,USA,49149.39904
FL,33414,27150,3161677,USA,116452.1915
FL,33415,23670,773954,USA,32697.67638
FL,33417,15770,605798,USA,38414.58465
FL,33418,21450,4514235,USA,210453.8462
FL,33426,13240,676451,USA,51091.46526
FL,33428,19340,1478555,USA,76450.62048
FL,33430,8880,285077,USA,32103.26577
FL,33431,8810,1963380,USA,222858.1158
FL,33432,11380,4148938,USA,364581.5466
FL,33433,22570,2647013,USA,117280.1506
FL,33434,10100,1343367,USA,133006.6337
FL,33435,19020,1436862,USA,75544.79495
FL,33436,22080,1678064,USA,75999.27536
FL,33437,19630,1604541,USA,81739.22567
FL,33438,390,16106,USA,41297.4359
FL,33440,8530,402153,USA,47145.72098
FL,33441,13780,873711,USA,63404.28157
FL,33442,14410,849040,USA,58920.19431
FL,33444,12050,912136,USA,75695.93361
FL,33445,17220,1291448,USA,74996.98026
FL,33446,14170,2567012,USA,181158.2216
FL,33449,4660,669575,USA,143685.6223
FL,33455,10130,3043675,USA,300461.5005
FL,33458,26130,3364794,USA,128771.2974
FL,33460,15670,645294,USA,41180.21698
FL,33461,20530,671393,USA,32703.01997
FL,33462,16430,1479376,USA,90041.14425
FL,33463,30080,1363604,USA,45332.57979
FL,33467,26600,2160032,USA,81204.21053
FL,33469,7950,1911128,USA,240393.4591
FL,33470,14170,988611,USA,69767.88991
FL,33471,1920,89269,USA,46494.27083
FL,33472,9290,877808,USA,94489.55867
FL,33473,4720,884453,USA,187384.1102
FL,33476,2650,81673,USA,30820
FL,33477,6780,2474696,USA,364999.41
FL,33478,6990,911836,USA,130448.6409
FL,33480,5640,8280017,USA,1468088.121
FL,33483,7410,3241175,USA,437405.5331
FL,33484,13210,1011466,USA,76568.2059
FL,33486,10810,1455842,USA,134675.4857
FL,33487,10370,1989880,USA,191888.1389
FL,33493,1290,37881,USA,29365.11628
FL,33496,11690,3694650,USA,316052.1814
FL,33498,7010,864296,USA,123294.7218
FL,33510,14170,715089,USA,50464.99647
FL,33511,26750,1516422,USA,56688.6729
FL,33513,4810,238977,USA,49683.36798
FL,33514,740,37457,USA,50617.56757
FL,33523,7120,356305,USA,50042.83708
FL,33525,7900,494924,USA,62648.60759
FL,33527,6810,418555,USA,61461.82085
FL,33534,7450,326602,USA,43839.19463
FL,33538,1930,90842,USA,47068.39378
FL,33540,3860,174974,USA,45330.05181
FL,33541,8890,407919,USA,45885.15186
FL,33542,8730,329104,USA,37698.05269
FL,33543,14930,1213227,USA,81261.01808
FL,33544,12330,918460,USA,74489.86212
FL,33545,9270,572869,USA,61798.16613
FL,33547,11720,1260322,USA,107536.0068
FL,33548,3730,509894,USA,136700.8043
FL,33549,8250,649614,USA,78741.09091
FL,33556,13290,2081300,USA,156606.471
FL,33558,11870,1278122,USA,107676.6639
FL,33559,7390,457606,USA,61922.32747
FL,33563,11860,486129,USA,40988.95447
FL,33565,8970,458101,USA,51070.3456
FL,33566,9640,580239,USA,60190.76763
FL,33567,4650,258540,USA,55600
FL,33569,12490,794573,USA,63616.73339
FL,33570,13010,626727,USA,48172.7133
FL,33572,10700,1089214,USA,101795.7009
FL,33573,14420,950311,USA,65902.28849
FL,33576,2670,183865,USA,68863.29588
FL,33578,26140,1486719,USA,56875.24866
FL,33579,17560,1123998,USA,64008.99772
FL,33584,12360,649931,USA,52583.41424
FL,33585,530,27161,USA,51247.16981
FL,33592,4840,318193,USA,65742.35537
FL,33594,16010,967767,USA,60447.65771
FL,33596,13650,1162728,USA,85181.53846
FL,33597,3130,141951,USA,45351.75719
FL,33598,10190,618758,USA,60722.08047
FL,33602,9690,1422247,USA,146774.7162
FL,33603,9740,498391,USA,51169.50719
FL,33604,17860,698248,USA,39095.6327
FL,33605,7930,318492,USA,40162.9256
FL,33606,9190,1823562,USA,198428.9445
FL,33607,12870,666673,USA,51800.5439
FL,33609,9050,1527858,USA,168824.0884
FL,33610,19310,641627,USA,33227.70585
FL,33611,16360,1645195,USA,100562.0416
FL,33612,20010,724202,USA,36192.004
FL,33613,14630,968961,USA,66231.10048
FL,33614,25230,912064,USA,36149.98018
FL,33615,24400,1158383,USA,47474.71311
FL,33616,7600,518437,USA,68215.39474
FL,33617,20620,957783,USA,46449.22405
FL,33618,13670,1283073,USA,93860.49744
FL,33619,17570,664190,USA,37802.50427
FL,33621,810,45118,USA,55701.23457
FL,33624,20140,1221349,USA,60642.94935
FL,33625,13960,842034,USA,60317.62178
FL,33626,14240,1792038,USA,125845.3652
FL,33629,12130,3096479,USA,255274.4435
FL,33634,11480,569213,USA,49583.01394
FL,33635,9120,526803,USA,57763.48684
FL,33637,8370,368732,USA,44054.00239
FL,33647,30490,2946064,USA,96623.94228
FL,33701,9910,1468218,USA,148155.1968
FL,33702,15560,968569,USA,62247.36504
FL,33703,12160,1284912,USA,105667.1053
FL,33704,8540,1692049,USA,198132.2014
FL,33705,13180,716420,USA,54356.60091
FL,33706,8280,1256870,USA,151795.8937
FL,33707,12550,1035146,USA,82481.75299
FL,33708,8340,979421,USA,117436.5707
FL,33709,12480,526228,USA,42165.70513
FL,33710,17170,1039229,USA,60525.85906
FL,33711,8960,501260,USA,55944.19643
FL,33712,12440,534991,USA,43005.7074
FL,33713,16020,765242,USA,47767.91511
FL,33714,8790,322708,USA,36713.08305
FL,33715,4260,972508,USA,228288.2629
FL,33716,9620,548326,USA,56998.5447
FL,33755,12690,648855,USA,51131.20567
FL,33756,14710,1154335,USA,78472.80761
FL,33759,9220,642807,USA,69718.76356
FL,33760,8040,377526,USA,46955.97015
FL,33761,9200,690626,USA,75068.04348
FL,33762,3270,347111,USA,106150.1529
FL,33763,9800,501183,USA,51141.12245
FL,33764,13050,912321,USA,69909.65517
FL,33765,6860,399447,USA,58228.42566
FL,33767,4480,983223,USA,219469.4196
FL,33770,12360,812247,USA,65715.7767
FL,33771,14240,588946,USA,41358.56742
FL,33772,12110,776280,USA,64102.39472
FL,33773,8710,473054,USA,54311.59587
FL,33774,8640,577217,USA,66807.52315
FL,33776,6420,526346,USA,81985.35826
FL,33777,8750,733874,USA,83871.31429
FL,33778,7200,391236,USA,54338.33333
FL,33781,12680,528585,USA,41686.5142
FL,33782,10590,596340,USA,56311.61473
FL,33785,2940,417518,USA,142012.9252
FL,33786,820,332612,USA,405624.3902
FL,33801,13370,484300,USA,36222.88706
FL,33803,13210,1063487,USA,80506.20742
FL,33805,10840,397538,USA,36673.24723
FL,33809,13860,712375,USA,51397.90765
FL,33810,22860,1184419,USA,51811.85477
FL,33811,11220,672600,USA,59946.52406
FL,33812,6370,447208,USA,70205.33752
FL,33813,16700,1591960,USA,95326.94611
FL,33815,5400,190515,USA,35280.55556
FL,33823,14380,742553,USA,51637.89986
FL,33825,9130,381868,USA,41825.62979
FL,33827,1210,89574,USA,74028.09917
FL,33830,12000,577755,USA,48146.25
FL,33834,1980,76048,USA,38408.08081
FL,33837,15420,777088,USA,50394.81193
FL,33838,2300,89100,USA,38739.13043
FL,33839,1980,92698,USA,46817.17172
FL,33841,3270,155377,USA,47515.90214
FL,33843,3680,163210,USA,44350.54348
FL,33844,17260,710065,USA,41139.33951
FL,33849,670,35474,USA,52946.26866
FL,33850,3760,166957,USA,44403.45745
FL,33852,8600,421792,USA,49045.5814
FL,33853,4910,192306,USA,39166.19145
FL,33857,580,25499,USA,43963.7931
FL,33859,4830,434734,USA,90007.03934
FL,33860,10220,492120,USA,48152.64188
FL,33865,340,18163,USA,53420.58824
FL,33868,4940,263915,USA,53424.08907
FL,33870,9080,367789,USA,40505.39648
FL,33872,5720,317313,USA,55474.3007
FL,33873,5330,255951,USA,48020.82552
FL,33875,4680,272518,USA,58230.34188
FL,33876,2090,99504,USA,47609.56938
FL,33880,17340,738456,USA,42586.85121
FL,33881,16030,698411,USA,43568.99563
FL,33884,15710,1077606,USA,68593.63463
FL,33890,2060,93079,USA,45183.98058
FL,33896,8900,469221,USA,52721.46067
FL,33897,11560,500208,USA,43270.58824
FL,33898,6650,368062,USA,55347.66917
FL,33901,10130,677299,USA,66860.71076
FL,33903,10400,589302,USA,56663.65385
FL,33904,16000,1182734,USA,73920.875
FL,33905,15180,879983,USA,57969.8946
FL,33907,11950,616897,USA,51623.17992
FL,33908,20620,2895335,USA,140413.9185
FL,33909,14950,697865,USA,46679.93311
FL,33912,9650,1165499,USA,120777.0984
FL,33913,12180,1494875,USA,122731.9376
FL,33914,20720,1753009,USA,84604.68147
FL,33916,11050,442028,USA,40002.53394
FL,33917,13440,733017,USA,54539.95536
FL,33919,15640,1486755,USA,95061.06138
FL,33920,3100,272282,USA,87832.90323
FL,33922,1880,154976,USA,82434.04255
FL,33928,13340,1556716,USA,116695.3523
FL,33931,4300,611206,USA,142140.9302
FL,33935,7120,320646,USA,45034.55056
FL,33936,10450,377108,USA,36086.88995
FL,33946,1320,197381,USA,149531.0606
FL,33947,5040,337736,USA,67011.11111
FL,33948,8210,419519,USA,51098.53837
FL,33950,11530,1141823,USA,99030.61578
FL,33952,14650,682512,USA,46587.84983
FL,33953,3200,252998,USA,79061.875
FL,33954,5180,283309,USA,54692.85714
FL,33955,4670,377203,USA,80771.52034
FL,33956,1860,171978,USA,92461.29032
FL,33957,3340,1255231,USA,375817.6647
FL,33960,340,17758,USA,52229.41176
FL,33966,5710,477115,USA,83557.79335
FL,33967,13140,764108,USA,58151.29376
FL,33971,11600,457729,USA,39459.39655
FL,33972,6110,260015,USA,42555.64648
FL,33973,4900,155796,USA,31795.10204
FL,33974,7160,269091,USA,37582.5419
FL,33976,7420,251623,USA,33911.45553
FL,33980,5300,293223,USA,55325.09434
FL,33981,6260,418458,USA,66846.32588
FL,33982,4540,294356,USA,64836.12335
FL,33983,7670,449960,USA,58664.92829
FL,33990,16090,806918,USA,50150.27968
FL,33991,12130,799659,USA,65924.07255
FL,33993,13350,732219,USA,54847.86517
FL,34102,5210,4851930,USA,931272.5528
FL,34103,6340,2453335,USA,386961.3565
FL,34104,12620,814162,USA,64513.62916
FL,34105,8550,2223433,USA,260050.6433
FL,34108,9070,3997571,USA,440746.527
FL,34109,13420,1960588,USA,146094.4858
FL,34110,12260,2726495,USA,222389.478
FL,34112,13150,906476,USA,68933.53612
FL,34113,12060,1292286,USA,107154.7264
FL,34114,9850,1069743,USA,108603.3503
FL,34116,16630,644806,USA,38773.66206
FL,34117,8060,471242,USA,58466.74938
FL,34119,16540,3065727,USA,185352.2975
FL,34120,18640,1554478,USA,83394.74249
FL,34134,7730,2745893,USA,355225.4851
FL,34135,20790,2209377,USA,106271.14
FL,34141,460,70813,USA,153941.3043
FL,34142,10650,440994,USA,41407.88732
FL,34145,7960,2490446,USA,312870.1005
FL,34201,2130,447781,USA,210225.8216
FL,34202,12890,2253757,USA,174845.384
FL,34203,17670,981598,USA,55551.6695
FL,34205,14900,671273,USA,45051.87919
FL,34207,13860,502067,USA,36224.17027
FL,34208,17040,902803,USA,52981.39671
FL,34209,16590,1416391,USA,85376.19048
FL,34210,8040,543120,USA,67552.23881
FL,34211,7430,974966,USA,131220.1884
FL,34212,10780,1104107,USA,102421.7996
FL,34215,420,73718,USA,175519.0476
FL,34217,2010,380178,USA,189143.2836
FL,34219,12420,1018234,USA,81983.41385
FL,34221,20130,1216731,USA,60443.66617
FL,34222,6470,353784,USA,54680.68006
FL,34223,8720,776952,USA,89100
FL,34224,7560,418570,USA,55366.40212
FL,34228,3540,1919059,USA,542107.0621
FL,34229,4000,796805,USA,199201.25
FL,34231,15950,1353347,USA,84849.34169
FL,34232,17930,1046504,USA,58366.09035
FL,34233,9660,672585,USA,69625.7764
FL,34234,9680,439569,USA,45410.02066
FL,34235,7540,504496,USA,66909.28382
FL,34236,7220,2341113,USA,324253.8781
FL,34237,7770,327376,USA,42133.33333
FL,34238,11190,1377570,USA,123107.2386
FL,34239,7560,903252,USA,119477.7778
FL,34240,6530,1018873,USA,156029.5559
FL,34241,7280,789404,USA,108434.6154
FL,34242,3710,1384785,USA,373257.4124
FL,34243,15440,1110602,USA,71930.18135
FL,34251,3200,213474,USA,66710.625
FL,34266,9350,397461,USA,42509.19786
FL,34269,1760,115030,USA,65357.95455
FL,34275,9740,1139334,USA,116974.7433
FL,34285,8750,826569,USA,94465.02857
FL,34286,10050,512214,USA,50966.56716
FL,34287,11550,575172,USA,49798.44156
FL,34288,6280,350458,USA,55805.41401
FL,34289,1520,95639,USA,62920.39474
FL,34291,3610,200618,USA,55572.85319
FL,34292,8190,763783,USA,93257.99756
FL,34293,22060,1650249,USA,74807.29828
FL,34420,7210,297598,USA,41275.72816
FL,34428,3910,216653,USA,55409.97442
FL,34429,3880,241065,USA,62130.15464
FL,34431,3550,163897,USA,46168.16901
FL,34432,5570,289792,USA,52027.28905
FL,34433,3140,145878,USA,46457.96178
FL,34434,4040,177599,USA,43960.14851
FL,34436,3230,157235,USA,48679.56656
FL,34442,7110,533350,USA,75014.0647
FL,34446,8180,439952,USA,53783.86308
FL,34448,4190,210865,USA,50325.77566
FL,34449,1280,52015,USA,40636.71875
FL,34450,4650,243320,USA,52326.88172
FL,34452,5340,227572,USA,42616.4794
FL,34453,4650,218614,USA,47013.76344
FL,34461,4410,308681,USA,69995.69161
FL,34465,8030,439640,USA,54749.68867
FL,34470,8980,373717,USA,41616.59243
FL,34471,12150,954526,USA,78561.8107
FL,34472,13430,524926,USA,39086.07595
FL,34473,9190,360782,USA,39258.10664
FL,34474,7670,388795,USA,50690.35202
FL,34475,4870,166557,USA,34200.61602
FL,34476,11940,664512,USA,55654.27136
FL,34479,5960,257949,USA,43280.03356
FL,34480,9180,689510,USA,75110.02179
FL,34481,11170,669369,USA,59925.6043
FL,34482,8670,519668,USA,59938.63899
FL,34484,2770,215646,USA,77850.54152
FL,34488,4230,165562,USA,39139.95272
FL,34491,13890,730563,USA,52596.32829
FL,34498,230,14201,USA,61743.47826
FL,34601,9380,489817,USA,52219.29638
FL,34602,3590,197701,USA,55069.91643
FL,34604,4970,272895,USA,54908.4507
FL,34606,12600,549486,USA,43610
FL,34607,3730,267416,USA,71693.29759
FL,34608,14850,610127,USA,41085.99327
FL,34609,19720,1057034,USA,53602.12982
FL,34610,6440,328601,USA,51025
FL,34613,8130,440374,USA,54166.54367
FL,34614,3610,179555,USA,49738.22715
FL,34637,3480,334127,USA,96013.50575
FL,34638,13070,1012847,USA,77494.03213
FL,34639,13640,965896,USA,70813.48974
FL,34652,11600,592995,USA,51120.25862
FL,34653,14400,575443,USA,39961.31944
FL,34654,10340,567252,USA,54859.96132
FL,34655,21370,1580222,USA,73945.81189
FL,34667,15040,723536,USA,48107.44681
FL,34668,20660,745530,USA,36085.6728
FL,34669,6680,322704,USA,48308.98204
FL,34677,11600,1038395,USA,89516.81034
FL,34683,16120,1455732,USA,90305.95533
FL,34684,14110,937178,USA,66419.41885
FL,34685,8870,1000761,USA,112825.3664
FL,34688,4430,618300,USA,139571.1061
FL,34689,12720,882375,USA,69369.10377
FL,34690,6130,222550,USA,36305.0571
FL,34691,10330,412586,USA,39940.56147
FL,34695,9080,883345,USA,97284.69163
FL,34698,18990,1382427,USA,72797.63033
FL,34705,1220,64280,USA,52688.52459
FL,34711,30930,2064074,USA,66733.72131
FL,34714,11250,493645,USA,43879.55556
FL,34715,9260,593899,USA,64135.96112
FL,34731,5150,284629,USA,55267.76699
FL,34734,2190,179620,USA,82018.26484
FL,34736,10510,630957,USA,60033.96765
FL,34737,1600,151399,USA,94624.375
FL,34739,350,16136,USA,46102.85714
FL,34741,25370,806399,USA,31785.5341
FL,34743,19220,632007,USA,32882.77836
FL,34744,26820,1176999,USA,43885.12304
FL,34746,25210,1029164,USA,40823.64141
FL,34747,12480,1138161,USA,91198.79808
FL,34748,19720,1039739,USA,52725.10142
FL,34753,2840,108222,USA,38106.33803
