zipcode,state,avg_income,Zips.primary_city,latitude,longitude,Zips.county,Zips.estimated_population
80602,CO,100682,Brighton,39.95,-104.9,Adams County,22592
80620,CO,47508,Evans,40.37,-104.69,Weld County,12673
80603,CO,72461,Brighton,39.97,-104.74,Adams County,9040
80611,CO,84685,Briggsdale,40.63,-104.32,Weld County,551
80615,CO,92645,Eaton,40.52,-104.71,Weld County,6149
80621,CO,65750,Fort Lupton,40.08,-104.8,Weld County,9897
80634,CO,71221,Greeley,40.42,-104.74,Weld County,42039
80631,CO,46040,Greeley,40.42,-104.74,Weld County,27546
80624,CO,87918,Gill,40.45,-104.53,Weld County,828
80642,CO,82737,Hudson,40.07,-104.64,Weld County,3136
80648,CO,68667,Nunn,40.7,-104.78,Weld County,772
80640,CO,64920,Henderson,39.92,-104.87,Adams County,8194
80645,CO,68627,La Salle,40.34,-104.7,Weld County,3083
80701,CO,54264,Fort Morgan,40.26,-103.79,Morgan County,12383
80653,CO,79116,Weldona,40.35,-103.97,Morgan County,626
80654,CO,67254,Wiggins,40.23,-104.07,Morgan County,1988
80643,CO,80073,Keenesburg,40.1,-104.51,Weld County,2270
80651,CO,74054,Platteville,40.21,-104.82,Weld County,3452
80652,CO,79800,Roggen,40.17,-104.37,Weld County,0
80644,CO,77007,Kersey,40.38,-104.56,Weld County,2401
80649,CO,59858,Orchard,40.33,-104.12,Morgan County,0
80650,CO,63373,Pierce,40.63,-104.75,Weld County,1190
80705,CO,38543,Log Lane Village,40.27,-103.82,Morgan County,614
80723,CO,53969,Brush,40.25,-103.63,Morgan County,5212
80722,CO,68847,Atwood,40.55,-103.27,Logan County,0
80728,CO,61426,Fleming,40.68,-102.84,Logan County,711
80720,CO,53680,Akron,40.16,-103.21,Washington County,1970
80727,CO,41846,Eckley,40.11,-102.48,Yuma County,0
80726,CO,50000,Crook,40.85,-102.8,Logan County,0
80729,CO,102989,Grover,40.86,-104.22,Weld County,0
80736,CO,58043,Iliff,40.75,-103.06,Logan County,576
80735,CO,62633,Idalia,39.7,-102.3,Yuma County,0
80731,CO,65139,Haxtun,40.64,-102.62,Phillips County,1235
80733,CO,52613,Hillrose,40.32,-103.52,Morgan County,0
80734,CO,58108,Holyoke,40.58,-102.3,Phillips County,2331
80750,CO,51194,Snyder,40.32,-103.58,Morgan County,0
80747,CO,51159,Peetz,40.96,-103.11,Logan County,0
80749,CO,51142,Sedgwick,40.93,-102.52,Sedgwick County,0
80741,CO,59042,Merino,40.48,-103.35,Logan County,759
80737,CO,49304,Julesburg,40.98,-102.26,Sedgwick County,1312
80743,CO,54988,Otis,40.14,-102.96,Washington County,874
80744,CO,44489,Ovid,40.95,-102.38,Sedgwick County,0
80751,CO,58241,Sterling,40.62,-103.19,Logan County,11745
80758,CO,58133,Wray,40.07,-102.22,Yuma County,3019
80807,CO,58528,Burlington,39.3,-102.27,Kit Carson County,3497
80805,CO,42488,Bethune,39.3,-102.42,Kit Carson County,0
80809,CO,82891,Cascade,38.9,-104.97,El Paso County,1365
80759,CO,54068,Yuma,40.12,-102.72,Yuma County,3498
80808,CO,55849,Calhan,39.03,-104.29,El Paso County,4677
80804,CO,53646,Arriba,39.28,-103.27,Lincoln County,0
80815,CO,52707,Flagler,39.29,-103.06,Kit Carson County,747
80818,CO,49464,Genoa,39.27,-103.49,Lincoln County,0
80817,CO,50007,Fountain,38.66,-104.69,El Paso County,18577
80820,CO,80162,Guffey,38.75,-105.53,Park County,557
80810,CO,64857,Cheyenne Wells,38.81,-102.35,Cheyenne County,944
80816,CO,64731,Florissant,38.95,-105.29,Teller County,3921
80813,CO,48038,Cripple Creek,38.74,-105.17,Teller County,1710
80821,CO,53117,Hugo,39.13,-103.46,Lincoln County,823
80814,CO,71827,Divide,38.94,-105.16,Teller County,3423
80830,CO,50136,Matheson,39.17,-103.98,Elbert County,0
80832,CO,53368,Ramah,39.12,-104.16,El Paso County,508
80829,CO,86158,Manitou Springs,38.85,-104.91,El Paso County,4429
80825,CO,58156,Kit Carson,38.76,-102.79,Cheyenne County,0
80827,CO,64970,Lake George,38.98,-105.37,Park County,601
80828,CO,55119,Limon,39.26,-103.68,Lincoln County,1980
80836,CO,49556,Stratton,39.3,-102.6,Kit Carson County,925
80833,CO,43640,Rush,38.84,-104.08,Lincoln County,521
80863,CO,76046,Woodland Park,38.99,-105.05,Teller County,8758
80840,CO,45020,U S A F Academy,38.99,-104.85,El Paso County,1691
80831,CO,77197,Peyton,39.03,-104.48,El Paso County,18313
80902,CO,39672,Colorado Springs,38.72,-104.8,El Paso County,7625
80835,CO,53300,Simla,39.14,-104.08,Elbert County,703
80834,CO,44950,Seibert,39.29,-102.86,Kit Carson County,0
80864,CO,46827,Yoder,38.84,-104.22,El Paso County,1039
80903,CO,57134,Colorado Springs,38.86,-104.76,El Paso County,8966
80906,CO,115294,Colorado Springs,38.86,-104.76,El Paso County,31430
80907,CO,61071,Colorado Springs,38.86,-104.76,El Paso County,20420
80909,CO,46443,Colorado Springs,38.86,-104.76,El Paso County,25524
80916,CO,38517,Colorado Springs,38.86,-104.76,El Paso County,25232
80917,CO,50006,Colorado Springs,38.86,-104.76,El Paso County,22923
80908,CO,123124,Colorado Springs,38.86,-104.76,El Paso County,11859
80911,CO,49389,Colorado Springs,38.86,-104.76,El Paso County,25331
80905,CO,52451,Colorado Springs,38.86,-104.76,El Paso County,9936
80910,CO,35818,Colorado Springs,38.86,-104.76,El Paso County,18303
80904,CO,74493,Colorado Springs,38.86,-104.76,El Paso County,15460
80918,CO,61926,Colorado Springs,38.86,-104.76,El Paso County,36906
80924,CO,109661,Colorado Springs,38.94,-104.7,El Paso County,3164
80927,CO,84492,Colorado Springs,38.92,-104.67,El Paso County,0
80921,CO,128096,Colorado Springs,38.86,-104.76,El Paso County,14723
80926,CO,73231,Colorado Springs,38.86,-104.76,El Paso County,1099
80923,CO,68745,Colorado Springs,38.86,-104.76,El Paso County,20486
80919,CO,99810,Colorado Springs,38.86,-104.76,El Paso County,24872
80928,CO,46615,Colorado Springs,38.86,-104.76,El Paso County,777
80920,CO,84805,Colorado Springs,38.86,-104.76,El Paso County,32159
80915,CO,47415,Colorado Springs,38.86,-104.76,El Paso County,15972
80922,CO,61711,Colorado Springs,38.86,-104.76,El Paso County,21906
80930,CO,57716,Colorado Springs,38.86,-104.76,El Paso County,697
80929,CO,71700,Colorado Springs,38.86,-104.76,El Paso County,0
80925,CO,60974,Colorado Springs,38.86,-104.76,El Paso County,4623
80938,CO,74533,Colorado Springs,38.9,-104.66,El Paso County,0
80951,CO,56662,Colorado Springs,38.86,-104.76,El Paso County,3286
81007,CO,66144,Pueblo,38.27,-104.62,Pueblo County,23997
81003,CO,38314,Pueblo,38.27,-104.62,Pueblo County,8575
81005,CO,56121,Pueblo,38.27,-104.62,Pueblo County,24381
81004,CO,38441,Pueblo,38.27,-104.62,Pueblo County,16750
81001,CO,45786,Pueblo,38.27,-104.62,Pueblo County,20170
81006,CO,60917,Pueblo,38.27,-104.62,Pueblo County,9410
81008,CO,60889,Pueblo,38.27,-104.62,Pueblo County,8861
81025,CO,42633,Boone,38.25,-104.25,Pueblo County,708
81020,CO,46516,Aguilar,37.4,-104.65,Las Animas County,706
81036,CO,52629,Eads,38.48,-102.77,Kiowa County,773
81039,CO,49755,Fowler,38.12,-104.02,Otero County,1402
81029,CO,39650,Campo,37.1,-102.57,Baca County,0
81041,CO,38596,Granada,38.06,-102.31,Prowers County,553
81022,CO,46603,Avondale,38.23,-104.35,Pueblo County,1190
81023,CO,80796,Beulah,38.08,-104.98,Pueblo County,1043
81055,CO,61126,La Veta,37.51,-105,Huerfano County,1188
81050,CO,45461,La Junta,37.98,-103.54,Otero County,7263
81052,CO,48241,Lamar,38.08,-102.61,Prowers County,6991
81047,CO,48329,Holly,38.05,-102.12,Prowers County,1278
81040,CO,39176,Gardner,37.78,-105.17,Huerfano County,0
81054,CO,40011,Las Animas,38.06,-103.22,Bent County,2487
81063,CO,41734,Ordway,38.22,-103.75,Crowley County,1153
81058,CO,40643,Manzanola,38.1,-103.86,Otero County,717
81067,CO,42290,Rocky Ford,38.04,-103.72,Otero County,4033
81064,CO,31280,Pritchett,37.37,-102.85,Baca County,0
81069,CO,69572,Rye,37.92,-104.93,Pueblo County,1523
81073,CO,54327,Springfield,37.4,-102.61,Baca County,1464
81057,CO,48564,Mc Clave,38.19,-102.93,Bent County,0
81076,CO,45456,Sugar City,38.23,-103.66,Crowley County,0
81062,CO,39637,Olney Springs,38.16,-103.94,Crowley County,570
81082,CO,50041,Trinidad,37.16,-104.5,Las Animas County,9220
81091,CO,58266,Weston,37.13,-105.01,Las Animas County,631
81090,CO,48389,Walsh,37.38,-102.28,Baca County,785
81089,CO,41814,Walsenburg,37.62,-104.77,Huerfano County,3259
81092,CO,62629,Wiley,38.15,-102.71,Prowers County,718
81123,CO,44134,Blanca,37.43,-105.51,Costilla County,518
81071,CO,65391,Sheridan Lake,38.46,-102.29,Kiowa County,0
81101,CO,50168,Alamosa,37.46,-105.87,Alamosa County,10239
81122,CO,69136,Bayfield,37.23,-107.59,La Plata County,6813
81125,CO,41441,Center,37.75,-106.11,Saguache County,2508
81120,CO,40725,Antonito,37.07,-106.01,Conejos County,1484
81132,CO,53059,Del Norte,37.67,-106.35,Rio Grande County,2381
81133,CO,46986,Fort Garland,37.43,-105.43,Costilla County,672
81136,CO,56780,Hooper,37.74,-105.87,Alamosa County,0
81130,CO,65579,Creede,37.85,-106.92,Mineral County,665
81137,CO,47971,Ignacio,37.11,-107.63,La Plata County,4293
81147,CO,64859,Pagosa Springs,37.24,-107.03,Archuleta County,8863
81151,CO,44066,Sanford,37.25,-105.9,Costilla County,1000
81155,CO,49420,Villa Grove,38.25,-105.95,Saguache County,0
81146,CO,46117,Mosca,37.65,-105.88,Alamosa County,461
81144,CO,54497,Monte Vista,37.57,-106.14,Rio Grande County,5917
81140,CO,44601,La Jara,37.27,-105.96,Conejos County,1673
81154,CO,59172,South Fork,37.67,-106.64,Rio Grande County,1006
81143,CO,34187,Moffat,38,-105.9,Saguache County,0
81201,CO,75109,Salida,38.53,-106,Chaffee County,6998
81149,CO,36348,Saguache,38.08,-106.14,Saguache County,629
81152,CO,33253,San Luis,37.2,-105.42,Costilla County,812
81212,CO,54634,Canon City,38.44,-105.23,Fremont County,18781
81211,CO,70217,Buena Vista,38.83,-106.14,Chaffee County,5559
81224,CO,93429,Crested Butte,38.87,-106.98,Gunnison County,3512
81223,CO,53086,Cotopaxi,38.37,-105.68,Fremont County,1220
81210,CO,67512,Almont,38.67,-106.83,Gunnison County,0
81226,CO,47040,Florence,38.38,-105.11,Fremont County,4384
81230,CO,59515,Gunnison,38.54,-106.92,Gunnison County,6932
81233,CO,63939,Howard,38.45,-105.84,Fremont County,669
81251,CO,72709,Twin Lakes,39.1,-106.47,Lake County,0
81253,CO,60838,Wetmore,38.23,-105.08,Custer County,0
81236,CO,80122,Nathrop,38.73,-106.08,Chaffee County,822
81252,CO,68354,Westcliffe,38.13,-105.46,Custer County,2984
81303,CO,85445,Durango,37.14,-107.88,La Plata County,5722
81301,CO,91260,Durango,37.27,-107.88,La Plata County,19639
81235,CO,69357,Lake City,38.07,-107.3,Hinsdale County,668
81240,CO,56089,Penrose,38.43,-105.01,Fremont County,3678
81320,CO,49830,Cahone,37.65,-108.82,Dolores County,0
81323,CO,65731,Dolores,37.47,-108.49,Montezuma County,3741
81326,CO,72470,Hesperus,37.28,-108.03,La Plata County,1702
81324,CO,48286,Dove Creek,37.76,-108.9,Dolores County,1155
81321,CO,53669,Cortez,37.35,-108.57,Montezuma County,11209
81410,CO,48418,Austin,38.78,-107.93,Delta County,1247
81328,CO,72289,Mancos,37.34,-108.29,Montezuma County,2998
81327,CO,50329,Lewis,37.5,-108.67,Montezuma County,547
81331,CO,50980,Pleasant View,37.58,-108.76,Montezuma County,0
81401,CO,53397,Montrose,38.49,-107.87,Montrose County,19993
81418,CO,48322,Eckert,38.84,-107.95,Delta County,1286
81504,CO,49049,Grand Junction,39.08,-108.55,Mesa County,23098
81413,CO,56310,Cedaredge,38.89,-107.92,Delta County,4252
81435,CO,130163,Telluride,37.94,-107.9,San Miguel County,4319
81422,CO,44572,Naturita,38.21,-108.56,Montrose County,446
81503,CO,54817,Grand Junction,39.08,-108.55,Mesa County,14959
81416,CO,49238,Delta,38.74,-108.07,Delta County,10421
81415,CO,56583,Crawford,38.7,-107.6,Montrose County,1256
81403,CO,70737,Montrose,38.3,-107.9,Montrose County,5544
81428,CO,50898,Paonia,38.86,-107.59,Delta County,3018
81424,CO,47048,Nucla,38.26,-108.55,Montrose County,991
81501,CO,41072,Grand Junction,39.08,-108.55,Mesa County,14845
81507,CO,105081,Grand Junction,38.99,-108.66,Mesa County,10299
81425,CO,44440,Olathe,38.6,-107.98,Montrose County,3946
81520,CO,38569,Clifton,39.07,-108.46,Mesa County,10846
81419,CO,54439,Hotchkiss,38.8,-107.71,Delta County,3028
81431,CO,54591,Redvale,38.18,-108.42,Montrose County,0
81432,CO,111746,Ridgway,38.15,-107.75,Ouray County,2359
81506,CO,83568,Grand Junction,39.08,-108.55,Mesa County,9525
81505,CO,87693,Grand Junction,39.08,-108.55,Mesa County,7827
81521,CO,67428,Fruita,39.15,-108.72,Mesa County,12464
81523,CO,71884,Glade Park,39,-108.73,Mesa County,531
81625,CO,58547,Craig,40.52,-107.55,Moffat County,9057
81524,CO,71633,Loma,39.2,-108.82,Mesa County,1805
81525,CO,72004,Mack,39.22,-108.87,Mesa County,694
81527,CO,74120,Whitewater,38.98,-108.43,Mesa County,1724
81610,CO,48578,Dinosaur,40.24,-109,Moffat County,0
81624,CO,64850,Collbran,39.23,-107.95,Mesa County,1009
81526,CO,67006,Palisade,39.1,-108.35,Mesa County,4291
81623,CO,125250,Carbondale,39.39,-107.21,Pitkin County,11557
81601,CO,90753,Glenwood Springs,39.54,-107.33,Garfield County,10418
81611,CO,219799,Aspen,39.19,-106.82,Pitkin County,5266
81621,CO,103178,Basalt,39.36,-107.02,Eagle County,5321
81630,CO,55748,De Beque,39.33,-108.21,Garfield County,831
81632,CO,167187,Edwards,39.65,-106.6,Eagle County,6273
81637,CO,66600,Gypsum,39.64,-106.94,Eagle County,4489
81639,CO,68149,Hayden,40.48,-107.26,Routt County,1897
81635,CO,54237,Parachute,39.44,-108.05,Garfield County,4862
81640,CO,39175,Maybell,40.52,-108.08,Moffat County,0
81641,CO,65038,Meeker,40.05,-107.89,Rio Blanco County,3184
81650,CO,56573,Rifle,39.53,-107.77,Garfield County,10027
82001,WY,57849,Cheyenne,41.14,-104.79,Laramie County,26842
81647,CO,65055,New Castle,39.58,-107.53,Garfield County,5351
81652,CO,62771,Silt,39.54,-107.65,Garfield County,4113
81657,CO,179322,Vail,39.64,-106.39,Eagle County,3068
81648,CO,71038,Rangely,40.08,-108.77,Rio Blanco County,2189
81654,CO,148800,Snowmass,39.33,-106.98,Pitkin County,978
82053,WY,69621,Burns,41.19,-104.35,Laramie County,1157
82009,WY,89031,Cheyenne,41.14,-104.79,Laramie County,27411
82050,WY,57047,Albin,41.41,-104.1,Laramie County,0
82007,WY,47005,Cheyenne,41.14,-104.79,Laramie County,14152
82054,WY,85754,Carpenter,41.03,-104.34,Laramie County,668
82225,WY,58327,Lusk,42.76,-104.45,Niobrara County,1674
82213,WY,62681,Glendo,42.5,-105.02,Platte County,488
82059,WY,92072,Granite Canon,41.1,-105.08,Laramie County,0
82223,WY,63573,Lingle,42.13,-104.34,Goshen County,857
82072,WY,57848,Laramie,41.31,-105.58,Albany County,9514
82070,WY,64486,Laramie,41.31,-105.58,Albany County,12507
82190,WY,56325,Yellowstone National Park,44.57,-110.51,Park County,515
82082,WY,67210,Pine Bluffs,41.18,-104.06,Laramie County,1433
82210,WY,66362,Chugwater,41.75,-104.82,Platte County,0
82083,WY,46880,Rock River,41.73,-105.97,Albany County,0
82201,WY,62830,Wheatland,42.05,-104.95,Platte County,5433
82212,WY,51366,Fort Laramie,42.21,-104.51,Goshen County,0
82214,WY,56403,Guernsey,42.26,-104.74,Platte County,1100
82321,WY,72315,Baggs,41.03,-107.65,Carbon County,632
82221,WY,46915,Lagrange,41.62,-104.34,Goshen County,0
82301,WY,67154,Rawlins,41.78,-107.22,Carbon County,7606
82240,WY,56050,Torrington,42.06,-104.18,Goshen County,7515
82244,WY,50965,Yoder,41.91,-104.29,Goshen County,0
82325,WY,62740,Encampment,41.2,-106.79,Carbon County,787
82327,WY,55710,Hanna,41.86,-106.55,Carbon County,724
82334,WY,69126,Sinclair,41.77,-107.11,Carbon County,0
82401,WY,64417,Worland,44,-107.95,Washakie County,6629
82331,WY,149217,Saratoga,41.45,-106.81,Carbon County,2096
82414,WY,80670,Cody,44.51,-109.05,Park County,13606
82329,WY,39392,Medicine Bow,41.89,-106.2,Carbon County,0
82410,WY,53286,Basin,44.37,-108.04,Big Horn County,1386
82421,WY,51352,Deaver,44.88,-108.59,Big Horn County,0
82411,WY,46510,Burlington,44.44,-108.43,Big Horn County,0
82431,WY,58527,Lovell,44.83,-108.39,Big Horn County,2714
82433,WY,61413,Meeteetse,44.15,-108.87,Park County,706
82426,WY,52844,Greybull,44.49,-108.05,Big Horn County,2176
82435,WY,62692,Powell,44.79,-108.73,Park County,9162
82513,WY,80829,Dubois,43.53,-109.64,Fremont County,1693
82523,WY,52997,Pavillion,43.24,-108.69,Fremont County,673
82443,WY,55934,Thermopolis,43.64,-108.21,Hot Springs County,3975
82441,WY,61390,Shell,44.53,-107.78,Big Horn County,0
82501,WY,59212,Riverton,43.03,-108.41,Fremont County,14724
82510,WY,31750,Arapahoe,42.97,-108.47,Fremont County,0
82514,WY,34609,Fort Washakie,43,-108.92,Fremont County,2266
82442,WY,61079,Ten Sleep,44.03,-107.44,Washakie County,668
82604,WY,72610,Casper,42.83,-106.32,Natrona County,19989
82609,WY,80881,Casper,42.83,-106.32,Natrona County,12694
82633,WY,96090,Douglas,42.75,-105.39,Converse County,8296
82520,WY,69468,Lander,42.83,-108.72,Fremont County,9746
82601,WY,71188,Casper,42.83,-106.32,Natrona County,19758
82639,WY,72152,Kaycee,43.7,-106.63,Johnson County,695
82636,WY,61631,Evansville,42.87,-106.25,Natrona County,3484
82637,WY,67375,Glenrock,42.85,-105.85,Converse County,3384
82516,WY,49745,Kinnear,43.15,-108.68,Fremont County,586
82834,WY,72512,Buffalo,44.34,-106.71,Johnson County,6456
82718,WY,83740,Gillette,44.28,-105.51,Campbell County,16911
82643,WY,55692,Midwest,43.41,-106.27,Natrona County,0
82727,WY,76547,Rozet,44.28,-105.2,Campbell County,1227
82710,WY,59671,Aladdin,44.63,-104.18,Crook County,0
82701,WY,69169,Newcastle,43.84,-104.21,Weston County,4410
82649,WY,55254,Shoshoni,43.23,-108.1,Fremont County,849
82721,WY,74609,Moorcroft,44.26,-104.95,Crook County,2553
82716,WY,64117,Gillette,44.28,-105.51,Campbell County,13217
82712,WY,74535,Beulah,44.53,-104.08,Crook County,0
82720,WY,76497,Hulett,44.68,-104.6,Crook County,802
82832,WY,106127,Banner,44.63,-106.8,Sheridan County,459
82723,WY,49083,Osage,43.98,-104.42,Weston County,0
82730,WY,68364,Upton,44.1,-104.62,Weston County,1321
82729,WY,74393,Sundance,44.4,-104.37,Crook County,2031
82801,WY,71165,Sheridan,44.79,-106.95,Sheridan County,20321
82836,WY,117001,Dayton,44.87,-107.25,Sheridan County,966
82835,WY,56871,Clearmont,44.64,-106.38,Sheridan County,0
82839,WY,62203,Ranchester,44.9,-107.16,Sheridan County,1078
82901,WY,71723,Rock Springs,41.59,-109.22,Sweetwater County,21310
82922,WY,109766,Bondurant,43.2,-110.41,Sublette County,0
82930,WY,62762,Evanston,41.25,-110.96,Uinta County,10825
82923,WY,81472,Boulder,42.72,-109.63,Sublette County,519
82925,WY,97838,Cora,42.94,-109.98,Sublette County,0
82932,WY,69734,Farson,42.11,-109.44,Sweetwater County,663
82935,WY,76167,Green River,41.51,-109.46,Sweetwater County,11450
82933,WY,72733,Fort Bridger,41.32,-110.38,Uinta County,706
82937,WY,74134,Lyman,41.32,-110.3,Uinta County,2698
82943,WY,50800,Reliance,41.67,-109.19,Sweetwater County,0
83001,WY,294080,Jackson,43.47,-110.76,Teton County,7421
82941,WY,96977,Pinedale,42.86,-109.86,Sublette County,4227
83012,WY,123643,Moose,43.65,-110.72,Teton County,0
83101,WY,72351,Kemmerer,41.78,-110.55,Lincoln County,2676
83014,WY,585244,Wilson,43.5,-110.87,Teton County,2334
83025,WY,428572,Teton Village,43.57,-110.81,Teton County,661
83002,WY,170898,Jackson,43.47,-110.76,Teton County,8862
83011,WY,584200,Kelly,43.6,-110.32,Teton County,0
83110,WY,71432,Afton,42.72,-110.92,Lincoln County,3543
83127,WY,83813,Thayne,42.91,-111,Lincoln County,2225
83120,WY,66295,Freedom,42.98,-111.04,Lincoln County,482
83114,WY,60412,Cokeville,42.08,-110.95,Lincoln County,624
83122,WY,53780,Grover,42.69,-110.93,Lincoln County,0
83112,WY,77134,Bedford,42.9,-110.93,Lincoln County,492
83111,WY,67189,Auburn,42.79,-111,Lincoln County,0
83113,WY,69967,Big Piney,42.54,-110.11,Sublette County,2256
83118,WY,71336,Etna,43.03,-111.01,Lincoln County,612
83128,WY,125721,Alpine,43.16,-111.01,Lincoln County,1355
83115,WY,72356,Daniel,42.87,-110.07,Sublette County,546
83123,WY,64770,La Barge,42.26,-110.19,Lincoln County,646
83126,WY,85205,Smoot,42.62,-110.92,Lincoln County,0
83201,ID,54847,Pocatello,42.9,-112.39,Bannock County,27114
83202,ID,53407,Pocatello,42.97,-112.36,Bannock County,15116
83214,ID,52368,Arimo,42.54,-112.28,Bannock County,0
83204,ID,56277,Pocatello,42.73,-112.52,Bannock County,12953
83211,ID,51319,American Falls,42.72,-112.99,Power County,4993
83213,ID,50414,Arco,43.65,-113.28,Butte County,1187
83217,ID,47428,Bancroft,42.79,-111.91,Caribou County,641
83210,ID,50200,Aberdeen,43.09,-112.84,Bingham County,2511
83236,ID,86952,Firth,43.22,-111.99,Bingham County,1783
83226,ID,49682,Challis,44.65,-114.15,Custer County,2080
83221,ID,54693,Blackfoot,43.27,-112.56,Bingham County,19761
83228,ID,50686,Clifton,42.18,-112.03,Franklin County,0
83234,ID,45460,Downey,42.42,-112.1,Bannock County,864
83232,ID,52845,Dayton,42.14,-111.96,Franklin County,0
83237,ID,53137,Franklin,42.03,-111.79,Franklin County,902
83245,ID,67041,Inkom,42.82,-112.23,Bannock County,1845
83250,ID,52800,Mccammon,42.68,-112.2,Bannock County,1292
83246,ID,58291,Lava Hot Springs,42.61,-112.04,Bannock County,863
83262,ID,56954,Pingree,43.12,-112.6,Bingham County,1086
83254,ID,50999,Montpelier,42.28,-111.33,Bear Lake County,2861
83241,ID,56364,Grace,42.51,-111.74,Caribou County,1600
83255,ID,56772,Moore,43.68,-113.59,Butte County,848
83244,ID,54461,Howe,43.92,-113.1,Butte County,0
83252,ID,49807,Malad City,42.24,-112.3,Oneida County,3274
83274,ID,61418,Shelley,43.34,-112.07,Bingham County,7410
83251,ID,57578,Mackay,43.95,-113.84,Custer County,882
83263,ID,53795,Preston,42.2,-111.74,Franklin County,7033
83287,ID,57281,Fish Haven,42.05,-111.44,Bear Lake County,0
83271,ID,53916,Rockland,42.5,-112.85,Power County,0
83311,ID,75678,Albion,42.38,-113.6,Cassia County,0
83276,ID,64242,Soda Springs,42.75,-111.53,Caribou County,3418
83286,ID,50815,Weston,42.05,-112,Franklin County,921
83301,ID,53817,Twin Falls,42.41,-114.59,Twin Falls County,37918
83272,ID,60481,Saint Charles,42.14,-111.47,Bear Lake County,0
83278,ID,67021,Stanley,44.26,-114.97,Custer County,0
83313,ID,67387,Bellevue,43.39,-114.24,Blaine County,2491
83323,ID,69718,Declo,42.46,-113.39,Cassia County,1394
83318,ID,53930,Burley,42.39,-113.78,Cassia County,12718
83314,ID,45645,Bliss,43.01,-114.94,Gooding County,688
83325,ID,51645,Eden,42.57,-114.25,Jerome County,729
83334,ID,55909,Hansen,42.45,-114.26,Twin Falls County,1501
83330,ID,50807,Gooding,43.01,-114.7,Gooding County,4929
83316,ID,48772,Buhl,42.6,-114.84,Twin Falls County,7618
83321,ID,41747,Castleford,42.4,-114.88,Twin Falls County,487
83328,ID,56872,Filer,42.56,-114.61,Twin Falls County,4254
83324,ID,43295,Dietrich,42.87,-114.24,Lincoln County,528
83333,ID,92862,Hailey,43.57,-114.21,Blaine County,8542
83327,ID,64580,Fairfield,43.41,-114.78,Camas County,750
83320,ID,56541,Carey,43.29,-113.64,Blaine County,741
83332,ID,52242,Hagerman,42.81,-114.91,Gooding County,1848
83350,ID,51823,Rupert,42.7,-113.62,Minidoka County,9622
83341,ID,72286,Kimberly,42.42,-114.38,Twin Falls County,5210
83342,ID,47967,Malta,42.22,-113.29,Cassia County,876
83347,ID,55003,Paul,42.73,-113.89,Minidoka County,2688
83336,ID,48336,Heyburn,42.56,-113.81,Minidoka County,3950
83335,ID,48005,Hazelton,42.58,-114.07,Jerome County,1639
83340,ID,223395,Ketchum,43.77,-114.62,Blaine County,6204
83346,ID,45601,Oakley,42.18,-113.86,Cassia County,1411
83338,ID,49976,Jerome,42.75,-114.36,Jerome County,15083
83352,ID,45486,Shoshone,43.11,-114.4,Lincoln County,2411
83344,ID,62876,Murtaugh,42.41,-114.12,Twin Falls County,870
83349,ID,42705,Richfield,43.07,-114.17,Lincoln County,799
83422,ID,66048,Driggs,43.73,-111.22,Teton County,3227
83423,ID,40253,Dubois,44.22,-112.37,Clark County,627
83355,ID,47032,Wendell,42.74,-114.73,Gooding County,4319
83406,ID,73133,Idaho Falls,43.43,-111.89,Bonneville County,11575
83420,ID,51353,Ashton,44.05,-111.32,Fremont County,2011
83401,ID,54873,Idaho Falls,43.5,-111.89,Bonneville County,27628
83414,WY,263913,Alta,43.75,-111.04,Teton County,0
83425,ID,40423,Hamer,43.98,-112.18,Jefferson County,0
83402,ID,55368,Idaho Falls,43.52,-112.27,Bonneville County,19686
83404,ID,80492,Idaho Falls,43.42,-112,Bonneville County,17939
83428,ID,55995,Irwin,43.33,-111.17,Bonneville County,0
83443,ID,50978,Ririe,43.49,-111.58,Bonneville County,1111
83429,ID,61544,Island Park,44.51,-111.35,Fremont County,659
83445,ID,47244,Saint Anthony,43.98,-111.79,Fremont County,5226
83427,ID,60082,Iona,43.52,-111.92,Bonneville County,1313
83444,ID,47441,Roberts,43.73,-112.26,Jefferson County,992
83435,ID,43821,Monteview,43.94,-112.56,Jefferson County,0
83434,ID,52511,Menan,43.75,-112,Jefferson County,1335
83442,ID,62359,Rigby,43.69,-111.87,Jefferson County,14070
83431,ID,48233,Lewisville,43.68,-112.03,Jefferson County,805
83448,ID,59804,Sugar City,43.85,-111.69,Madison County,1900
83440,ID,44907,Rexburg,43.78,-111.76,Madison County,19264
83436,ID,41456,Newdale,43.86,-111.42,Madison County,0
83464,ID,33283,Leadore,44.49,-113.36,Lemhi County,0
83452,ID,60941,Tetonia,43.85,-111.11,Teton County,1021
83451,ID,42071,Teton,43.88,-111.64,Fremont County,642
83449,ID,82882,Swan Valley,43.4,-111.31,Bonneville County,0
83450,ID,47279,Terreton,43.86,-112.38,Jefferson County,874
83455,ID,75020,Victor,43.65,-111.22,Teton County,3100
83462,ID,62617,Carmen,45.36,-113.82,Lemhi County,0
83501,ID,62042,Lewiston,46.16,-116.92,Nez Perce County,27415
83467,ID,51825,Salmon,45,-113.86,Lemhi County,4938
83523,ID,46350,Craigmont,46.23,-116.48,Lewis County,625
83466,ID,54362,North Fork,45.49,-114.06,Lemhi County,0
83522,ID,59613,Cottonwood,45.94,-116.52,Idaho County,1502
