zipcode,state,total_pop,avg_income
18040,PA,8490,84390.93
18041,PA,2880,65942.01
18042,PA,19380,52385.76
18045,PA,15420,83897.34
18049,PA,9690,75980.5
18051,PA,1860,111229.57
18052,PA,15300,53236.54
18053,PA,1190,63263.87
18054,PA,2320,83970.26
18055,PA,6220,77507.23
18056,PA,500,46156.0
18058,PA,4420,55647.06
18059,PA,630,70363.49
18062,PA,12860,86347.28
18064,PA,13120,82525.15
18066,PA,3040,82807.89
18067,PA,10330,62197.0
18069,PA,4070,117921.62
18070,PA,450,59526.67
18071,PA,5300,56756.04
18072,PA,3360,59830.65
18073,PA,5130,76920.86
18074,PA,2620,82969.85
18076,PA,1450,59102.76
18077,PA,1140,96442.11
18078,PA,3720,87929.3
18080,PA,5840,58329.97
18087,PA,450,53251.11
18088,PA,4480,62964.96
18091,PA,3050,66168.52
18092,PA,1570,109815.29
18101,PA,1910,33211.52
18102,PA,23100,27335.71
18103,PA,24330,59424.33
18104,PA,23150,80985.01
18106,PA,3660,89396.45
18109,PA,9410,37118.07
18201,PA,14790,33394.79
18202,PA,6590,45497.72
18210,PA,3920,52224.74
18211,PA,710,64384.51
18214,PA,1100,61883.64
18216,PA,690,42372.46
18218,PA,1010,39480.2
18222,PA,4790,69761.38
18224,PA,3000,40630.33
18229,PA,4100,57638.54
18232,PA,1610,34996.89
18235,PA,9270,56977.78
18237,PA,1680,40295.24
18240,PA,1750,51854.86
18241,PA,280,43025.0
18249,PA,2060,81370.87
18250,PA,1460,48261.64
18252,PA,5120,48431.45
18255,PA,2080,53433.17
18301,PA,12360,59551.05
18302,PA,8290,58864.17
18321,PA,960,54616.67
18322,PA,1390,56101.44
18324,PA,4420,49023.53
18325,PA,1140,55861.4
18326,PA,2310,57924.68
18328,PA,3690,60239.84
18330,PA,4030,55580.65
18331,PA,410,45100.0
18332,PA,1490,57341.61
18333,PA,450,57233.33
18334,PA,1810,53398.34
18336,PA,1740,56650.57
18337,PA,7530,75017.66
18343,PA,2010,70486.07
18344,PA,1850,45867.57
18346,PA,1580,49483.54
18347,PA,1440,54297.92
18350,PA,780,107861.54
18352,PA,270,61274.07
18353,PA,5970,60936.18
18354,PA,550,62347.27
18355,PA,660,60225.76
18360,PA,13760,63170.78
18370,PA,560,64275.0
18371,PA,350,64402.86
18372,PA,1330,64818.8
18403,PA,3860,64948.19
18405,PA,1140,56185.96
18407,PA,6600,46832.73
18411,PA,11350,91967.05
18414,PA,2760,80577.17
18415,PA,550,57314.55
18417,PA,500,52808.0
18419,PA,2090,59240.67
18421,PA,2230,53490.58
18424,PA,2770,58702.53
18425,PA,560,51373.21
18426,PA,1940,57327.84
18428,PA,5780,62377.85
18431,PA,6400,55739.53
18433,PA,3400,55383.82
18434,PA,2160,47673.15
18435,PA,520,74503.85
18436,PA,6550,64285.19
18438,PA,560,95616.07
18439,PA,240,62362.5
18443,PA,240,59983.33
18444,PA,6680,72447.9
18445,PA,1070,55715.89
18446,PA,1670,54601.8
18447,PA,5350,52705.61
18451,PA,230,97347.83
18452,PA,2480,53181.85
18453,PA,490,56312.24
18456,PA,200,51280.0
18458,PA,1410,74299.29
18461,PA,140,46492.86
18462,PA,190,64636.84
18464,PA,720,86355.56
18465,PA,650,52644.62
18466,PA,7540,42797.48
18469,PA,190,59815.79
18470,PA,1090,70128.44
18472,PA,2080,53573.56
18503,PA,440,40104.55
18504,PA,10020,43039.72
18505,PA,9410,42980.66
18507,PA,2680,89794.03
18508,PA,5070,37610.06
18509,PA,5510,55224.14
18510,PA,4700,43869.79
18512,PA,6590,54591.05
18517,PA,2650,42980.0
18518,PA,4410,54822.45
18519,PA,2720,46271.32
18603,PA,9130,48526.07
18610,PA,2370,52838.82
18612,PA,7420,83899.6
18614,PA,1120,60776.79
18615,PA,900,56634.44
18616,PA,320,51478.12
18617,PA,780,38038.46
18618,PA,1860,72555.91
18621,PA,2350,55725.53
18622,PA,140,49885.71
18623,PA,1200,58898.33
18628,PA,110,51718.18
18629,PA,800,73343.75
18630,PA,1490,74298.66
18632,PA,160,42468.75
18634,PA,6490,43716.02
18635,PA,1940,55471.65
18636,PA,670,49752.24
18640,PA,8300,55667.47
18641,PA,3440,50111.34
18642,PA,2310,54989.61
18643,PA,6180,55269.09
18644,PA,3960,63768.69
18651,PA,4180,38385.65
18655,PA,2920,54703.08
18656,PA,1080,56975.0
18657,PA,5410,62942.88
18660,PA,1810,59102.76
18661,PA,2720,52779.41
18701,PA,740,51120.27
18702,PA,18310,44816.82
18704,PA,15810,52339.15
18705,PA,7560,46343.92
18706,PA,8160,46113.6
18707,PA,8040,93093.16
18708,PA,4570,103536.54
18709,PA,1500,39479.33
18801,PA,4000,62270.25
18810,PA,2750,57966.91
18812,PA,750,89528.0
18818,PA,580,63106.9
18821,PA,500,46458.0
18822,PA,1590,46699.37
18823,PA,100,78610.0
18824,PA,580,66913.79
18826,PA,850,84131.76
18828,PA,140,49707.14
18829,PA,400,64702.5
18830,PA,330,66039.39
18831,PA,560,54085.71
18832,PA,780,48852.56
18833,PA,910,57825.27
18834,PA,1680,68567.26
18837,PA,1360,49361.76
18840,PA,5030,60529.42
18842,PA,140,73307.14
18844,PA,820,68202.44
18845,PA,150,63773.33
18846,PA,380,73289.47
18847,PA,2290,58627.51
18848,PA,4100,58686.34
18850,PA,1140,52578.07
18851,PA,330,52466.67
18853,PA,2030,65288.67
18854,PA,690,48224.64
18901,PA,14160,126474.93
18902,PA,10730,167543.24
18913,PA,230,212717.39
18914,PA,10980,106644.54
18915,PA,790,86296.2
18917,PA,1090,65388.07
18920,PA,330,168630.3
18923,PA,560,124071.43
18925,PA,2990,162262.21
18929,PA,4540,126910.57
18930,PA,1280,87898.44
18932,PA,310,110303.23
18936,PA,190,97810.53
18938,PA,7090,272214.39
18940,PA,15840,213064.46
18942,PA,1590,89607.55
18944,PA,12850,92267.0
18947,PA,3050,118737.38
18951,PA,17760,69195.5
18954,PA,4930,130561.05
18955,PA,800,59927.5
18960,PA,6900,74270.72
18964,PA,7430,75435.94
18966,PA,20410,103042.43
18969,PA,8000,79295.75
18972,PA,1580,83944.3
18974,PA,22940,85173.93
18976,PA,11010,100247.41
18977,PA,2220,197120.27
19001,PA,8820,74465.31
19002,PA,16780,161017.22
19003,PA,6710,124642.18
19004,PA,5330,182951.59
19006,PA,11130,148413.48
19007,PA,10890,48518.09
19008,PA,10610,94911.22
19010,PA,8980,345612.47
19012,PA,3340,76225.75
19013,PA,13110,29555.0
19014,PA,10740,73401.58
19015,PA,8330,53348.02
19018,PA,12130,54116.32
19020,PA,28410,64007.53
19021,PA,5140,49993.0
19022,PA,1690,40537.87
19023,PA,9990,35383.08
19025,PA,3010,171564.12
19026,PA,16260,68872.51
19027,PA,9890,92209.1
19029,PA,2110,51267.77
19030,PA,6350,63345.83
19031,PA,2500,148057.6
19032,PA,3290,43826.14
19033,PA,4140,63133.33
19034,PA,3280,226962.5
19035,PA,2060,981195.15
19036,PA,6730,50455.72
19038,PA,15330,104546.64
19040,PA,11550,72805.89
19041,PA,3030,398634.98
19043,PA,1490,59342.95
19044,PA,8500,82826.59
19046,PA,9910,138342.99
19047,PA,17890,94804.92
19050,PA,14760,50789.97
19053,PA,14520,77116.12
19054,PA,9010,58853.05
19055,PA,6960,53843.39
19056,PA,7930,64332.66
19057,PA,8730,54979.84
19060,PA,5600,148546.43
19061,PA,9930,55261.33
19063,PA,19070,138772.52
19064,PA,12600,92542.22
19066,PA,2430,326324.28
19067,PA,26970,123697.14
19070,PA,3780,68927.25
19072,PA,4930,220682.35
19073,PA,10890,229261.43
19074,PA,3020,57315.89
19075,PA,3770,95327.85
19076,PA,3240,56718.52
19078,PA,5930,65305.56
19079,PA,4360,39763.99
19081,PA,4490,134400.0
19082,PA,19210,36441.07
19083,PA,18280,95241.08
19085,PA,2840,633478.52
19086,PA,5710,124247.64
19087,PA,15850,234335.84
19090,PA,10050,64845.77
19094,PA,2210,55459.73
19095,PA,3400,90700.29
19096,PA,6820,209616.86
19102,PA,3480,167452.01
19103,PA,14110,217878.24
19104,PA,15440,42383.16
19106,PA,7450,212949.93
19107,PA,7010,88923.11
19111,PA,29180,45958.09
19114,PA,15630,56476.84
19115,PA,16010,58110.49
19116,PA,15250,57204.26
19118,PA,4680,206853.21
19119,PA,12910,88211.08
19120,PA,28620,32774.53
19121,PA,13330,32056.04
19122,PA,7970,49105.4
19123,PA,8360,93590.31
19124,PA,27750,31533.77
19125,PA,12610,68912.13
19126,PA,7230,43507.05
19127,PA,3330,69113.51
19128,PA,19000,71360.68
19129,PA,5280,74455.68
19130,PA,15390,99141.26
19131,PA,17710,41729.98
19132,PA,14170,28063.73
19133,PA,8610,25794.43
19134,PA,21960,32591.67
19135,PA,14590,37339.34
19136,PA,15210,46200.72
19137,PA,3770,49853.85
19138,PA,14680,36381.81
19139,PA,18010,31195.72
19140,PA,20030,26922.22
19141,PA,12980,33754.93
19142,PA,12880,30178.26
19143,PA,29250,37280.48
19144,PA,18050,41346.37
19145,PA,22300,51009.91
19146,PA,20200,89085.25
19147,PA,20060,101791.23
19148,PA,23880,50894.6
19149,PA,23310,34825.83
19150,PA,11990,45273.14
19151,PA,14880,43173.79
19152,PA,15360,45709.51
19153,PA,5950,44252.1
19154,PA,16420,58678.38
19301,PA,3620,155779.56
19310,PA,1330,63715.79
19311,PA,4060,120276.85
19312,PA,5910,243702.37
19317,PA,5200,195746.92
19319,PA,160,125137.5
19320,PA,25350,73239.8
19330,PA,2760,80205.43
19333,PA,3700,224791.08
19335,PA,25090,113731.09
19341,PA,9510,110436.17
19342,PA,9990,132357.86
19343,PA,4070,136895.58
19344,PA,5980,64048.16
19348,PA,11010,136433.79
19350,PA,5220,146076.63
19352,PA,4110,103311.68
19355,PA,14040,203078.99
19362,PA,2700,62216.3
19363,PA,8160,67951.23
19365,PA,3630,60242.7
19372,PA,1310,67664.89
19373,PA,1320,160478.03
19374,PA,580,44018.97
19380,PA,25980,120857.62
19382,PA,24560,136364.9
19390,PA,6760,84357.4
19401,PA,18840,46822.51
19403,PA,23740,88824.89
19405,PA,2710,52383.39
19406,PA,13820,96784.73
19422,PA,10150,159415.76
19425,PA,7340,198320.16
19426,PA,18520,122692.98
19428,PA,10790,94924.19
19435,PA,320,72040.62
19436,PA,360,176166.67
19438,PA,12190,102768.66
19440,PA,9890,73726.49
19444,PA,5600,165637.68
19446,PA,29100,92270.31
19453,PA,720,58687.5
19454,PA,14840,103047.91
19460,PA,21030,121578.46
19462,PA,8190,107441.76
19464,PA,23730,58670.38
19465,PA,8660,91471.82
19468,PA,14240,84281.18
19473,PA,7540,104231.17
19475,PA,5600,85797.14
19477,PA,130,238561.54
19492,PA,300,63230.0
19503,PA,670,55619.4
19504,PA,2680,75816.42
19505,PA,1860,62906.45
19506,PA,3750,68386.4
19507,PA,1630,58399.39
19508,PA,7820,65761.0
19510,PA,3950,68182.28
19512,PA,8690,67592.41
19518,PA,8100,80505.68
19520,PA,2960,107275.68
19522,PA,7270,74638.24
19525,PA,7720,89180.7
19526,PA,5720,57173.25
19529,PA,1480,75924.32
19530,PA,5460,66951.83
19533,PA,3280,80225.61
19534,PA,1020,66171.57
19539,PA,2370,68197.89
19540,PA,5940,81346.13
19541,PA,2240,71480.36
19543,PA,3020,82299.34
19547,PA,2370,77355.27
19551,PA,2610,74404.98
19555,PA,1920,57011.98
19560,PA,4780,50552.51
19562,PA,1240,59345.16
19565,PA,4420,69153.62
19567,PA,2780,56154.32
19601,PA,14590,30741.4
19602,PA,7430,27131.63
19604,PA,12150,31228.56
19605,PA,11020,56128.4
19606,PA,17650,63471.33
19607,PA,11920,66215.6
19608,PA,12020,86716.89
19609,PA,5440,56857.54
19610,PA,8230,124912.88
19611,PA,5000,43132.6
99999,PA,81340,61577.19
0,RI,536340,70778.87
2804,RI,1470,65523.81
2806,RI,8240,184821.6
2808,RI,1190,54661.34
2809,RI,10330,80033.01
2812,RI,670,78931.34
2813,RI,4260,85561.5
2814,RI,3940,75530.2
2815,RI,130,71476.92
2816,RI,17240,67850.23
2817,RI,3290,87489.67
2818,RI,9920,137830.44
2822,RI,3150,85254.92
2825,RI,2770,75161.01
2827,RI,1140,74840.35
2828,RI,3860,82269.43
2830,RI,3290,70244.07
2831,RI,2130,101590.61
2832,RI,2480,70623.79
2833,RI,300,60070.0
2835,RI,3040,168861.51
2837,RI,1800,93299.44
2838,RI,1720,52512.21
2839,RI,960,61735.42
2840,RI,11240,84601.16
2842,RI,8690,74938.67
2852,RI,12560,97186.62
2857,RI,4520,83657.74
2858,RI,330,63896.97
2859,RI,3220,62045.34
2860,RI,22440,40272.99
2861,RI,14310,48289.87
2863,RI,8390,30117.52
2864,RI,18300,81453.99
2865,RI,9240,103348.38
2871,RI,9350,97903.74
2874,RI,3130,124704.47
2875,RI,180,60216.67
2876,RI,710,65498.59
2878,RI,8420,77945.84
2879,RI,11050,93328.14
2881,RI,1130,85739.82
2882,RI,6390,116978.72
2885,RI,5680,68576.23
2886,RI,15530,72423.82
2888,RI,10970,62911.12
2889,RI,15190,61259.71
2891,RI,11770,73358.71
2892,RI,2730,83686.81
2893,RI,15750,53284.32
2894,RI,440,58275.0
2895,RI,19570,42277.93
2896,RI,5350,81150.47
2898,RI,1120,72320.54
2903,RI,4290,112753.15
2904,RI,15250,50834.69
2905,RI,12360,47099.27
2906,RI,12170,142586.2
2907,RI,14010,30952.89
2908,RI,17250,42243.77
2909,RI,20330,32798.28
2910,RI,11760,50089.37
2911,RI,8310,55700.84
2914,RI,11150,48300.45
2915,RI,8980,57893.99
2916,RI,4570,84074.62
2917,RI,6250,81156.96
2919,RI,15530,64382.36
2920,RI,18430,61323.33
2921,RI,6340,105691.32
99999,RI,4580,65227.51
0,SC,2247570,63521.77
29001,SC,830,40242.17
29003,SC,2500,42315.6
29006,SC,3870,45400.0
29009,SC,950,43333.68
29010,SC,4440,37683.78
29014,SC,740,45014.86
29015,SC,660,37878.79
29016,SC,11500,78819.39
29018,SC,1430,37818.18
29020,SC,10140,57103.45
29030,SC,800,63433.75
29031,SC,530,34358.49
29032,SC,1680,38135.12
29033,SC,5880,46301.02
29036,SC,12130,100888.71
29037,SC,380,49921.05
29038,SC,1050,46500.0
29039,SC,1570,34668.79
29040,SC,4050,42893.33
29042,SC,1640,34377.44
29044,SC,2200,38684.09
29045,SC,12130,65316.41
29047,SC,1470,42954.42
29048,SC,2020,40903.96
29051,SC,370,35067.57
29052,SC,850,33670.59
29053,SC,7680,38679.82
29054,SC,4680,79960.68
29055,SC,1680,38866.67
29056,SC,920,35990.22
29058,SC,1960,44493.88
29059,SC,2430,38528.81
29061,SC,6470,42645.9
29063,SC,17830,70388.73
29065,SC,340,39405.88
29067,SC,3590,44672.98
29069,SC,2070,41077.29
29070,SC,6890,55053.99
29072,SC,28100,88733.42
29073,SC,21130,54851.4
29075,SC,1450,64135.17
29078,SC,7380,52371.82
29080,SC,1190,35566.39
29081,SC,430,48709.3
29082,SC,220,40590.91
29101,SC,1210,43035.54
29102,SC,7220,41863.3
29104,SC,620,39254.84
29105,SC,650,38401.54
29107,SC,1170,42310.26
29108,SC,8120,44065.39
29111,SC,590,44035.59
29112,SC,1860,39434.95
29113,SC,600,40246.67
29114,SC,780,37517.95
29115,SC,10750,34710.14
29118,SC,6570,61840.64
29123,SC,2920,41746.23
29125,SC,1160,36646.55
29126,SC,1120,57586.61
29127,SC,4290,63569.0
29128,SC,1900,38483.16
29129,SC,1260,46068.25
29130,SC,2920,63703.08
29133,SC,380,41355.26
29135,SC,3620,46095.58
29137,SC,1020,42127.45
29138,SC,3970,42583.63
29142,SC,2190,46615.98
29145,SC,330,44687.88
29146,SC,680,44139.71
29148,SC,2500,43504.8
29150,SC,16610,49738.71
29152,SC,1010,37384.16
29153,SC,6480,40196.6
29154,SC,13320,46293.77
29160,SC,3350,48192.84
29161,SC,4450,41917.53
29162,SC,1000,46769.0
29163,SC,830,33927.71
29164,SC,1860,48870.43
29166,SC,340,45638.24
29168,SC,1360,33989.71
29169,SC,9920,53888.61
29170,SC,10370,51512.54
29172,SC,4070,43433.66
29175,SC,140,44357.14
29178,SC,1290,39786.05
29180,SC,5770,41373.14
29201,SC,6550,60193.44
29203,SC,16640,30700.96
29204,SC,7810,54990.91
29205,SC,10370,92940.31
29206,SC,9230,108371.61
29209,SC,15990,65550.78
29210,SC,16300,37182.94
29212,SC,14560,75340.38
29223,SC,24200,55779.5
29229,SC,24450,56080.45
29301,SC,14850,55806.73
29302,SC,7640,93977.62
29303,SC,9240,36259.74
29306,SC,6660,48133.33
29307,SC,8460,59942.91
29316,SC,13070,54906.66
29321,SC,1060,40283.02
29322,SC,3920,56510.97
29323,SC,6700,51196.72
29325,SC,5590,42859.21
29330,SC,3460,44966.76
29332,SC,1090,50100.92
29334,SC,7090,60220.73
29335,SC,1980,39862.12
29340,SC,8140,40300.0
29341,SC,8470,50572.37
29349,SC,15180,60657.91
29351,SC,580,32594.83
29353,SC,1640,43062.8
29355,SC,320,45315.62
29356,SC,3880,73693.04
29360,SC,8570,44861.84
29365,SC,5910,54730.12
29369,SC,7330,66498.36
29370,SC,390,44271.79
29372,SC,1850,43108.65
29374,SC,1580,61117.09
29376,SC,3680,54422.55
29379,SC,7130,40904.21
29384,SC,1670,46676.65
29385,SC,3670,43415.26
29388,SC,6650,56790.98
29401,SC,3800,275780.79
29403,SC,9330,82602.47
29404,SC,900,35902.22
29405,SC,11360,40849.82
29406,SC,12700,36921.89
29407,SC,18360,70388.45
29410,SC,8790,59556.31
29412,SC,20040,93242.17
29414,SC,22420,66451.83
29418,SC,11370,43826.47
29420,SC,10830,55365.74
29426,SC,750,41334.67
29429,SC,1920,95818.75
29431,SC,2690,50754.65
29432,SC,1050,45414.29
29434,SC,240,43637.5
29435,SC,1650,43177.58
29436,SC,1860,38286.02
29437,SC,1000,50482.0
29438,SC,1460,99580.14
29440,SC,11470,51377.24
29445,SC,28070,49148.66
29446,SC,480,38835.42
29448,SC,1040,48043.27
29449,SC,3880,69014.95
29450,SC,1520,51651.32
29451,SC,2340,255000.43
29453,SC,530,44656.6
29455,SC,13190,128824.26
29456,SC,16330,46170.97
29458,SC,1180,53931.36
29461,SC,18160,54466.24
29464,SC,25600,122620.7
29466,SC,18850,120928.97
29468,SC,800,33157.5
29469,SC,410,82409.76
29470,SC,2100,64119.05
29471,SC,650,44140.0
29472,SC,3870,51078.04
29474,SC,940,42150.0
29475,SC,1090,41128.44
29477,SC,2730,47232.97
29479,SC,2720,39998.9
29481,SC,720,35444.44
29482,SC,990,404369.7
29483,SC,25110,60173.0
29485,SC,26090,60664.81
29487,SC,1280,80940.62
29488,SC,9530,40984.16
29492,SC,8920,180670.18
29501,SC,20150,69142.18
29505,SC,11010,54719.16
29506,SC,7840,36624.23
29510,SC,4170,41098.56
29511,SC,2440,50312.7
29512,SC,6580,35582.98
29516,SC,350,46625.71
29518,SC,510,45064.71
29520,SC,5770,43380.24
29525,SC,860,34412.79
29526,SC,20380,48236.56
29527,SC,11080,40231.05
29530,SC,1090,39750.46
29532,SC,8120,39945.57
29536,SC,6440,37187.42
29540,SC,2420,45760.74
29541,SC,3990,44655.89
29543,SC,220,42095.45
29544,SC,2610,48223.75
29545,SC,690,37755.07
29546,SC,1000,34260.0
29547,SC,1090,36927.52
29550,SC,12400,54758.71
29554,SC,3620,38919.34
29555,SC,2350,44697.02
29556,SC,4830,36377.02
29560,SC,5200,40276.54
29563,SC,1000,39668.0
29564,SC,380,31026.32
29565,SC,2700,38527.78
29566,SC,10820,50676.25
29567,SC,310,31561.29
29568,SC,7460,44259.25
29569,SC,7580,38448.28
29570,SC,1430,35094.41
29571,SC,6190,36283.04
29572,SC,6040,108273.01
29574,SC,4400,36008.64
29575,SC,9420,58838.11
29576,SC,16520,72459.75
29577,SC,16690,57082.98
29579,SC,23540,63923.41
29580,SC,530,31600.0
29581,SC,1670,40889.22
29582,SC,9650,74095.13
29583,SC,1980,43350.51
29584,SC,900,42058.89
29585,SC,8590,100563.68
29588,SC,22910,47161.59
29590,SC,910,30428.57
29591,SC,1860,44121.51
29592,SC,420,33066.67
29593,SC,750,38730.67
29596,SC,940,36434.04
29601,SC,5900,114036.95
29605,SC,15990,87263.91
29607,SC,20480,77928.03
29609,SC,13740,71932.82
29611,SC,12580,35168.84
29615,SC,18700,84917.06
29617,SC,11510,49735.71
29620,SC,5310,46695.86
29621,SC,18690,66264.26
29624,SC,5630,29997.34
29625,SC,12520,52732.43
29626,SC,5600,52829.29
29627,SC,7670,49555.8
29628,SC,880,32937.5
29630,SC,5730,48885.86
29631,SC,4810,82973.18
29635,SC,650,62321.54
29638,SC,1160,50304.31
29639,SC,530,54735.85
29640,SC,13380,46850.6
29642,SC,15610,67965.53
29643,SC,1280,75030.47
29644,SC,9450,56700.85
29645,SC,4380,47027.63
29646,SC,10550,44860.57
29649,SC,11470,58048.39
29650,SC,16890,87866.79
29651,SC,21560,67649.03
29653,SC,2030,47982.27
29654,SC,4110,47694.65
29655,SC,2890,42604.15
29657,SC,6450,46504.5
29658,SC,160,41125.0
29661,SC,2280,57760.53
29662,SC,7360,50685.05
29664,SC,690,51395.65
29666,SC,2920,56824.32
29667,SC,190,47710.53
29669,SC,5510,51460.8
29670,SC,4030,56393.55
29671,SC,7800,50341.03
29672,SC,5770,104717.85
29673,SC,12880,59475.47
29676,SC,2730,115182.05
29678,SC,9370,48775.03
29680,SC,16020,65045.57
29681,SC,27920,91013.18
29682,SC,1750,90793.14
29684,SC,2000,44846.5
29685,SC,810,203093.83
29686,SC,420,59016.67
29687,SC,20180,54247.03
29689,SC,1930,73205.7
29690,SC,9570,66771.37
29691,SC,4390,45108.66
29692,SC,1900,39855.26
29693,SC,6000,48921.33
29696,SC,2140,63997.2
29697,SC,5560,54505.94
29702,SC,3950,41625.06
29704,SC,1630,52322.7
29706,SC,8240,42389.81
29707,SC,14520,92903.17
29708,SC,17220,109189.61
29709,SC,2550,47078.82
29710,SC,17200,81192.85
29712,SC,1080,53336.11
29714,SC,1240,44054.84
29715,SC,17280,90740.91
29717,SC,580,52884.48
29718,SC,1500,39638.0
29720,SC,21390,49256.62
29726,SC,780,55251.28
29727,SC,620,39027.42
29728,SC,3750,38477.07
29729,SC,1000,48091.0
29730,SC,25630,48055.95
29732,SC,27820,65988.5
29741,SC,740,40378.38
29742,SC,1050,47997.14
29743,SC,560,50642.86
29745,SC,14150,61749.26
29801,SC,11260,57025.4
29803,SC,18870,79562.16
29805,SC,2540,53311.02
29809,SC,1050,46560.95
29810,SC,1680,33293.45
29812,SC,4470,46860.85
29817,SC,1630,39047.24
29819,SC,620,38033.87
29821,SC,590,64566.1
29824,SC,2530,52298.02
29827,SC,1160,32882.76
29828,SC,350,33574.29
29829,SC,4960,57455.04
29831,SC,1580,50810.13
29832,SC,2150,41857.21
29835,SC,2840,58440.85
29836,SC,170,35147.06
29838,SC,220,96559.09
29841,SC,14180,60292.88
29842,SC,3150,48128.89
29843,SC,400,40472.5
29845,SC,470,40838.3
29847,SC,2030,49046.8
29848,SC,320,46778.12
29849,SC,130,48846.15
29851,SC,3190,44873.04
29853,SC,2560,42284.38
29856,SC,1090,43857.8
29860,SC,7350,70562.99
29902,SC,6480,66008.02
29904,SC,390,24415.38
29905,SC,250,22812.0
29906,SC,9090,47125.41
29907,SC,6190,85761.71
29909,SC,11580,102484.11
29910,SC,22530,91438.17
29911,SC,610,45532.79
29915,SC,250,154920.0
29916,SC,600,42731.67
29918,SC,1700,52070.59
29920,SC,4520,72419.25
29922,SC,380,30789.47
29924,SC,1750,46466.29
29926,SC,12180,112131.77
29927,SC,3870,48101.29
29928,SC,8330,165845.98
29929,SC,450,43168.89
29934,SC,450,30320.0
29935,SC,1880,43283.51
29936,SC,5810,40961.62
29940,SC,1520,47414.47
29941,SC,310,401970.97
29943,SC,250,31576.0
29944,SC,1970,40937.06
29945,SC,1860,35617.74
99999,SC,50830,81117.59
0,SD,412950,69482.86
57001,SD,680,55891.18
57002,SD,660,60004.55
57003,SD,950,76880.0
57004,SD,1660,69068.07
57005,SD,5800,86177.07
57006,SD,10070,69530.69
57010,SD,290,68324.14
57012,SD,570,71129.82
57013,SD,2150,69593.95
57014,SD,650,61220.0
57015,SD,400,78700.0
57016,SD,320,76368.75
57017,SD,610,67413.11
57018,SD,670,67520.9
57020,SD,810,75340.74
57021,SD,120,56525.0
57022,SD,2600,75560.0
57024,SD,190,48578.95
57025,SD,1350,76045.93
57026,SD,660,60324.24
57028,SD,1490,57224.16
57029,SD,980,63968.37
57030,SD,1470,73836.05
57031,SD,330,53506.06
57032,SD,3690,85253.39
57033,SD,2630,80846.01
57034,SD,320,64037.5
57035,SD,590,69510.17
57036,SD,380,60436.84
57037,SD,430,51846.51
57038,SD,810,120934.57
57039,SD,1700,64432.35
57040,SD,160,55456.25
57042,SD,3940,64601.78
57043,SD,640,62750.0
57045,SD,450,56575.56
57046,SD,320,55650.0
57048,SD,530,65775.47
57049,SD,3880,311169.33
57051,SD,130,61738.46
57052,SD,120,51825.0
57053,SD,960,63116.67
57054,SD,230,57513.04
57055,SD,600,102460.0
57058,SD,930,60488.17
57059,SD,540,57594.44
57062,SD,510,59027.45
57063,SD,440,59127.27
57064,SD,3050,70607.87
57065,SD,170,53217.65
57066,SD,700,59838.57
57067,SD,190,57921.05
57068,SD,740,73664.86
57069,SD,4350,58552.41
57070,SD,560,58453.57
57071,SD,1470,67930.61
57072,SD,300,57710.0
57073,SD,270,57648.15
57075,SD,540,109016.67
57076,SD,130,83500.0
57077,SD,680,63814.71
57078,SD,9330,62936.01
57103,SD,18800,64154.15
57104,SD,15470,53962.64
57105,SD,11370,90863.76
57106,SD,23060,62015.26
57107,SD,5430,59193.19
57108,SD,15240,129784.51
57110,SD,9950,80092.36
57201,SD,12590,69507.47
57212,SD,1020,72296.08
57213,SD,140,51807.14
57216,SD,550,68601.82
57217,SD,110,47963.64
57218,SD,140,58671.43
57219,SD,230,61704.35
57220,SD,370,75102.7
57221,SD,350,61308.57
57223,SD,620,60129.03
57225,SD,830,65061.45
57226,SD,960,57713.54
57227,SD,190,59826.32
57231,SD,780,69429.49
57232,SD,160,48243.75
57234,SD,550,63501.82
57235,SD,400,61200.0
57237,SD,300,72290.0
57238,SD,200,53830.0
57239,SD,110,69163.64
57241,SD,490,57973.47
57242,SD,200,68600.0
57243,SD,310,51338.71
57247,SD,160,82800.0
57248,SD,490,63046.94
57249,SD,500,60576.0
57252,SD,2330,64778.97
57255,SD,220,53259.09
57257,SD,250,38924.0
57259,SD,210,64490.48
57260,SD,440,64943.18
57261,SD,140,44064.29
57262,SD,2190,47064.38
57263,SD,200,47635.0
57266,SD,270,48007.41
57268,SD,210,60752.38
57269,SD,170,71017.65
57270,SD,250,47296.0
57273,SD,500,43580.0
57274,SD,1350,57754.81
57276,SD,540,57661.11
57278,SD,310,50241.94
57279,SD,500,65208.0
57301,SD,8990,64144.72
57311,SD,580,65886.21
57312,SD,210,71019.05
57313,SD,520,56476.92
57314,SD,270,55677.78
57315,SD,450,56822.22
57317,SD,190,50515.79
57319,SD,440,57643.18
57321,SD,180,50194.44
57322,SD,180,52794.44
57323,SD,100,54500.0
57324,SD,180,63561.11
57325,SD,1560,57639.1
57328,SD,480,61400.0
57330,SD,170,57176.47
57331,SD,230,56286.96
57332,SD,1020,65136.27
57334,SD,400,58180.0
57335,SD,120,44233.33
57339,SD,430,29641.86
57340,SD,160,65900.0
57342,SD,260,65853.85
57345,SD,530,62822.64
57348,SD,240,72312.5
57349,SD,690,58684.06
57350,SD,7170,55334.45
57353,SD,310,74909.68
57355,SD,500,61724.0
57356,SD,640,44117.19
57359,SD,280,64057.14
57362,SD,940,63728.72
